RC2-after,,
wcAi,DF,1st Diff
535475.7,-5318.11,-0.16
535476.21,-5318.11,1.16E-10
535520.56,-5318.28,-0.17
535538.58,-5318.35,-0.07
535602.08,-5318.81,-0.46
535665.59,-5319.24,-0.43
535729.11,-5319.51,-0.27
535792.62,-5319.93,-0.42
535856.17,-5320.06,-0.13
535919.76,-5320.29,-0.23
535983.23,-5320.51,-0.22
536046.73,-5320.62,-0.11
536110.29,-5320.71,-0.09
536173.78,-5321.1,-0.39
536237.4,-5321.42,-0.32
536300.72,-5321.44,-0.02
536363.53,-5321.76,-0.32
536427.04,-5321.88,-0.12
536490.62,-5322.12,-0.24
536554.07,-5322.56,-0.44
536617.57,-5323.04,-0.48
536681.17,-5323.31,-0.27
536744.26,-5323.82,-0.51
536807.92,-5324.28,-0.46
536871.41,-5324.73,-0.45
536934.94,-5325.08,-0.35
536998.45,-5325.43,-0.35
537061.88,-5325.85,-0.42
537125.2,-5326.29,-0.44
537188.63,-5326.75,-0.46
537252.23,-5327.07,-0.32
537292.85,-5328.04,-0.97
537315.71,-5327.48,0.56
537379.27,-5327.9,-0.42
537435.91,-5328.29,-0.39
537490.42,-5328.48,-0.19
537554.11,-5328.7,-0.22
537617.4,-5329.18,-0.48
537680.93,-5329.66,-0.48
537744.42,-5330.33,-0.67
537798.01,-5330.82,-0.49
537798.37,-5330.82,0
537848.98,-5331.19,-0.37
537895.13,-5331.64,-0.45
537943.4,-5332,-0.36
537991.55,-5332.39,-0.39
538055.2,-5332.74,-0.35
538118.16,-5333.19,-0.45
538167.5,-5333.61,-0.42
538219,-5333.74,-0.13
538275.22,-5334.07,-0.33
538327.31,-5334.36,-0.29
538371.78,-5334.72,-0.36
538428.96,-5335.08,-0.36
538492.47,-5335.56,-0.48
538539.27,-5334.89,0.67
538555.96,-5336.34,-1.45
538619.75,-5336.61,-0.27
538683.45,-5337.03,-0.42
538747.1,-5337.47,-0.44
538810.8,-5337.84,-0.37
538874.39,-5338.35,-0.51
538937.44,-5338.5,-0.15
539001.04,-5338.89,-0.39
539064.66,-5339.53,-0.64
539128.43,-5340.13,-0.6
539192.1,-5340.79,-0.66
539255.73,-5341.05,-0.26
539319.47,-5341.32,-0.27
539383.06,-5341.85,-0.53
539446.77,-5342.04,-0.19
539509.93,-5342.22,-0.18
539573.41,-5342.66,-0.44
539636.89,-5343.08,-0.42
539660.1,-5343.8,-0.72
539661.45,-5343.78,0.02
539691.93,-5343.33,0.45
539700.47,-5343.38,-0.05
539764.03,-5343.92,-0.54
539822.67,-5344.31,-0.39
539869.9,-5344.38,-0.07
539886.11,-5344.58,-0.2
539949.61,-5345.03,-0.45
540012.91,-5345.16,-0.13
540076.01,-5345.45,-0.29
540139.64,-5345.87,-0.42
540203.08,-5346.07,-0.2
540266.63,-5346.36,-0.29
540329.67,-5346.73,-0.37
540393.08,-5347.18,-0.45
540456.59,-5347.72,-0.54
540516.78,-5347.98,-0.26
540579.6,-5348.43,-0.45
540643.09,-5348.86,-0.43
540706.72,-5349.28,-0.42
540770.3,-5349.84,-0.56
540833.99,-5350.26,-0.42
540896.8,-5350.7,-0.44
540960.38,-5351.23,-0.53
541024.03,-5351.79,-0.56
541087.73,-5352.01,-0.22
541150.78,-5352.44,-0.43
541214.37,-5352.91,-0.47
541278.18,-5353.09,-0.18
541341.94,-5353.57,-0.48
541394.99,-5353.95,-0.38
541458.8,-5354.41,-0.46
541519.38,-5354.81,-0.4
541579.92,-5355.3,-0.49
541639.85,-5355.58,-0.28
541703.5,-5355.72,-0.14
541767.26,-5356.09,-0.37
541830.99,-5356.39,-0.3
541892.99,-5356.77,-0.38
541939.94,-5357.14,-0.37
541993.24,-5357.46,-0.32
542044.61,-5357.64,-0.18
542098.91,-5358.03,-0.39
542152.77,-5358.41,-0.38
542199.53,-5358.59,-0.18
542252.11,-5358.75,-0.16
542315.47,-5359.14,-0.39
542379.19,-5359.34,-0.2
542442.86,-5359.72,-0.38
542506.43,-5360.1,-0.38
542570.08,-5360.55,-0.45
542633.69,-5360.96,-0.41
542697.39,-5361.45,-0.49
542761.11,-5361.61,-0.16
542774.49,-5361.72,-0.11
542778.56,-5361.71,0.01
542810.41,-5361.92,-0.21
542816.66,-5361.93,-0.01
542816.67,-5361.92,0.01
542821.68,-5361.98,-0.06
542824.35,-5361.95,0.03
542827.12,-5361.88,0.07
542836.08,-5361.69,0.19
542838.9,-5361.57,0.12
542840.44,-5361.61,-0.04
542841.47,-5361.59,0.02
542841.92,-5361.59,1.16E-10
542842.38,-5361.6,-0.01
542842.39,-5361.59,0.01
542843.87,-5361.55,0.04
542844.94,-5361.51,0.04
542846.02,-5361.53,-0.02
542848,-5361.5,0.03
542853.08,-5361.68,-0.18
542868.58,-5361.56,0.12
542879.77,-5361.07,0.49
542906.91,-5361.87,-0.8
542907.85,-5361.89,-0.02
542912.18,-5361.97,-0.08
542969.91,-5362.43,-0.46
542980.85,-5362.56,-0.13
543032.99,-5362.91,-0.35
543059.2,-5363.21,-0.3
543122.9,-5363.8,-0.59
543185.66,-5364.4,-0.6
543248.63,-5365.04,-0.64
543311.87,-5365.19,-0.15
543339,-5365.36,-0.17
543375.02,-5365.58,-0.22
543438.23,-5365.95,-0.37
543501.55,-5366.37,-0.42
543564.47,-5366.96,-0.59
543627.79,-5367.47,-0.51
543664.72,-5367.73,-0.26
543691.21,-5367.91,-0.18
543754.37,-5368.44,-0.53
543817.44,-5368.79,-0.35
543880.63,-5369.18,-0.39
543943.48,-5369.58,-0.4
544006.66,-5369.97,-0.39
544070.05,-5370.31,-0.34
544133.34,-5370.43,-0.12
544196.74,-5370.93,-0.5
544260.1,-5371.53,-0.6
544323.31,-5372,-0.47
544386.06,-5372.5,-0.5
544449.4,-5372.85,-0.35
544512.62,-5373.37,-0.52
544576.67,-5373.87,-0.5
544640.01,-5374.26,-0.39
544703.11,-5374.77,-0.51
544745.52,-5375.04,-0.27
544808.71,-5375.48,-0.44
544872.01,-5376.12,-0.64
544935.32,-5376.53,-0.41
544998.53,-5377.04,-0.51
545061.82,-5377.53,-0.49
545125.16,-5378.07,-0.54
545188.47,-5378.7,-0.63
545251.7,-5379.4,-0.7
545313.64,-5380.04,-0.64
545376.8,-5380.73,-0.69
545429.92,-5381.13,-0.4
545483.95,-5381.56,-0.43
545546.7,-5382.03,-0.47
545596.56,-5382.3,-0.27
545659.78,-5382.61,-0.31
545685.71,-5382.85,-0.24
545723.06,-5383.19,-0.34
545786.4,-5383.91,-0.72
545849.52,-5384.71,-0.8
545894.97,-5385.08,-0.37
545945.02,-5385.38,-0.3
546008.31,-5385.82,-0.44
546062.23,-5386.11,-0.29
546113.44,-5386.62,-0.51
546176.73,-5387.12,-0.5
546225.43,-5387.5,-0.38
546274.69,-5387.92,-0.42
546337.9,-5388.3,-0.38
546401.16,-5388.64,-0.34
546464.6,-5388.82,-0.18
546527.88,-5388.97,-0.15
546591.16,-5389.35,-0.38
546642.89,-5389.59,-0.24
546690.39,-5389.87,-0.28
546753.09,-5390.23,-0.36
546780.92,-5390.32,-0.09
546804.63,-5390.39,-0.07
546837.41,-5390.49,-0.1
546867.89,-5390.59,-0.1
546888.33,-5388.74,1.85
546931.43,-5390.73,-1.99
546994.75,-5391.2,-0.47
547057.96,-5391.7,-0.5
547121.22,-5391.97,-0.27
547184.37,-5392.36,-0.39
547247.3,-5392.9,-0.54
547310.41,-5393.24,-0.34
547373.57,-5393.43,-0.19
547436.15,-5393.9,-0.47
547499.35,-5394.22,-0.32
547562.56,-5394.49,-0.27
547625.32,-5394.75,-0.26
547687.97,-5395.22,-0.47
547708.97,-5395.35,-0.13
547748.33,-5395.51,-0.16
548697.35,-5386.91,-0.71
548760.44,-5387.46,-0.55
548820.47,-5388.18,-0.72
548832.84,-5388.3,-0.12
548846.7781,-5388.39192,-0.091919633
548848.08,-5388.400506,-0.008585973
548878.33,-5388.6,-0.199494394
548941.63,-5388.94,-0.34
549004.85,-5389.31,-0.37
549068.17,-5389.81,-0.5
549131.33,-5390.3,-0.49
549194.33,-5390.89,-0.59
549257.45,-5391.58,-0.69
549320.86,-5392.22,-0.64
549384.08,-5392.92,-0.7
549447.44,-5393.7,-0.78
549510.68,-5394.5,-0.8
549573.78,-5395.28,-0.78
549636.81,-5396.2,-0.92
549700,-5397.2,-1
549763.16,-5398.19,-0.99
549826.39,-5398.98,-0.79
549889.49,-5399.72,-0.74
549952.76,-5400.51,-0.79
550015.97,-5401.23,-0.72
550079.27,-5401.95,-0.72
550142.52,-5402.73,-0.78
550205.57,-5403.45,-0.72
550268.85,-5404.16,-0.71
550332.14,-5404.89,-0.73
550395.46,-5405.59,-0.7
550458.83,-5406.29,-0.7
550522.08,-5406.93,-0.64
550585.34,-5407.52,-0.59
550648.59,-5408.09,-0.57
550711.8,-5408.74,-0.65
550775.31,-5409.48,-0.74
550838.79,-5410.21,-0.73
550902.16,-5410.92,-0.71
550965.2,-5411.44,-0.52
551015.47,-5411.9,-0.46
551065.97,-5412.5,-0.6
551129.39,-5413.35,-0.85
551192.92,-5414.12,-0.77
551256.44,-5414.8,-0.68
551319.71,-5415.54,-0.74
551382.64,-5416.37,-0.83
551445.95,-5417.13,-0.76
551508.65,-5418.12,-0.99
551571.87,-5419.05,-0.93
551635.14,-5419.97,-0.92
551698.25,-5420.9,-0.93
551761.52,-5421.73,-0.83
551824.88,-5422.36,-0.63
551888.22,-5423.13,-0.77
551951.52,-5423.97,-0.84
552014.38,-5424.79,-0.82
552077.8,-5425.74,-0.95
552141.18,-5426.52,-0.78
552204.39,-5427.29,-0.77
552267.66,-5427.88,-0.59
552330.88,-5428.62,-0.74
552394.11,-5429.53,-0.91
552457.03,-5430.47,-0.94
552520.04,-5431.5,-1.03
552583.14,-5432.54,-1.04
552646.21,-5433.47,-0.93
552709.26,-5434.36,-0.89
552772.38,-5434.72,-0.36
552826.475,-5435.354998,-0.634998432
552825.37,-5435.342027,0.012971148
552835.42,-5435.46,-0.117972716
552866.87,-5436.61,-1.15
552898.55,-5436.18,0.43
552906.3349,-5436.275074,-0.095073645
552908.49,-5436.301393,-0.026318901
552961.6,-5436.95,-0.648607454
553024.9,-5437.57,-0.62
553088.22,-5438.14,-0.57
553151.26,-5438.94,-0.8
553212.04,-5439.73,-0.79
553214.3,-5439.76,-0.03
553277.32,-5440.44,-0.68
553326.23,-5440.99,-0.55
553389.28,-5441.5,-0.51
553452.38,-5441.98,-0.48
553515.35,-5442.55,-0.57
553578.46,-5442.91,-0.36
553641.49,-5443.32,-0.41
553704.34,-5443.86,-0.54
553767.47,-5444.26,-0.4
553830.48,-5444.93,-0.67
553893.54,-5445.43,-0.5
553956.64,-5446.08,-0.65
554019.77,-5446.45,-0.37
554082.55,-5446.77,-0.32
554120.3,-5447.02,-0.25
554159.164,-5447.226016,-0.206016329
554157.41,-5447.216719,0.009297793
554178.78,-5447.33,-0.113281464
554241.85,-5447.77,-0.44
554285.9,-5448.06,-0.29
554349.77,-5448.5,-0.44
554389.25,-5448.92,-0.42
554405.34,-5448.95,-0.03
554434.81,-5449.04,-0.09
554497.21,-5449.22,-0.18
554560.23,-5449.62,-0.4
554623.3,-5449.95,-0.33
554686.29,-5450.4,-0.45
554749.36,-5450.94,-0.54
554812.57,-5451.5,-0.56
554875.71,-5452.3,-0.8
554935.48,-5452.94,-0.64
554998.66,-5453.64,-0.7
555061.8,-5454.13,-0.49
555124.97,-5454.6,-0.47
555188.1,-5454.9,-0.3
555251.13,-5455.16,-0.26
555314.12,-5455.67,-0.51
555377.2,-5456.21,-0.54
555440.21,-5456.66,-0.45
555502.84,-5457.04,-0.38
555566.1,-5457.57,-0.53
555628.97,-5458.18,-0.61
555629.4,-5458.18,1.16E-10
555692.69,-5458.89,-0.71
555756.03,-5459.63,-0.74
555819.4,-5460.31,-0.68
555882.83,-5460.75,-0.44
555946.28,-5461.14,-0.39
556009.61,-5461.77,-0.63
556073.06,-5462.19,-0.42
556136.41,-5462.46,-0.27
556199.83,-5462.85,-0.39
556263.19,-5463.2,-0.35
556326.59,-5463.57,-0.37
556374.48,-5464.02,-0.45
556424.36,-5464.54,-0.52
556469.8,-5464.76,-0.22
556522.83,-5465.08,-0.32
556575.87,-5465.23,-0.15
556628.37,-5465.59,-0.36
556679.72,-5465.83,-0.24
556731.8,-5466.05,-0.22
556789.01,-5466.37,-0.32
556836.57,-5466.71,-0.34
556884.4,-5466.99,-0.28
556936.55,-5467.35,-0.36
556984.26,-5467.7,-0.35
557038.17,-5467.84,-0.14
557085.05,-5468.07,-0.23
557131.95,-5468.36,-0.29
557180.08,-5468.55,-0.19
557225.97,-5468.79,-0.24
557272.38,-5469.09,-0.3
557335.17,-5469.3,-0.21
557398.5,-5469.7,-0.4
557461.83,-5470.11,-0.41
557524.81,-5470.38,-0.27
557588.17,-5470.68,-0.3
557651.44,-5471.04,-0.36
557714.85,-5471.4,-0.36
557778.12,-5471.67,-0.27
557841.51,-5471.87,-0.2
557904.88,-5472.19,-0.32
557968.32,-5472.41,-0.22
558031.69,-5472.39,0.02
558095.13,-5472.66,-0.27
558158.33,-5472.9,-0.24
558221.31,-5472.81,0.09
558269.12,-5472.9,-0.09
558316.23,-5473.07,-0.17
558364.94,-5473.38,-0.31
558411.05,-5473.49,-0.11
558452.66,-5473.62,-0.13
558516,-5473.91,-0.29
558579.26,-5474.18,-0.27
558642.44,-5474.45,-0.27
558705.12,-5474.67,-0.22
558768.38,-5474.88,-0.21
558831.5,-5474.55,0.33
558894.53,-5474.68,-0.13
558957.69,-5474.96,-0.28
559020.87,-5475.15,-0.19
559083.83,-5475.09,0.06
559146.49,-5475.33,-0.24
559209.49,-5475.67,-0.34
559272.42,-5476,-0.33
559335.87,-5476.23,-0.23
559395.4,-5476.42,-0.19
559428.11,-5476.733279,-0.313278873
559428.9982,-5476.741786,-0.008506841
559430.9,-5476.76,-0.018214286
559458.38,-5476.78,-0.02
559494.29,-5477.08,-0.3
559520.6,-5477.13,-0.05
559583.7,-5476.71,0.42
559647.17,-5477.07,-0.36
559709.86,-5477.4,-0.33
559772.99,-5477.69,-0.29
559836,-5478.01,-0.32
559898.9,-5478.4,-0.39
559960.63,-5478.81,-0.41
560023.75,-5479.18,-0.37
560087.01,-5479.56,-0.38
560146.77,-5479.85,-0.29
560154.95,-5479.88,-0.03
560199.24,-5480.07,-0.19
560253.33,-5480.34,-0.27
560301.34,-5480.61,-0.27
560344.87,-5480.7,-0.09
560382.36,-5480.9,-0.2
560415.57,-5480.98,-0.08
560452.16,-5481.13,-0.15
560485.78,-5481.2,-0.07
560512.32,-5481.33,-0.13
560575.55,-5481.58,-0.25
560638.78,-5481.85,-0.27
560677.81,-5482.12,-0.27
560730.55,-5482.39,-0.27
560781.9,-5482.56,-0.17
560844.94,-5482.95,-0.39
560908.15,-5483.34,-0.39
560929.76,-5483.44,-0.1
560969.35,-5483.54,-0.1
560998.16,-5483.73,-0.19
561035.78,-5483.81,-0.08
561070.33,-5484.03,-0.22
561099.45,-5484.14,-0.11
561162.51,-5484.5,-0.36
561224.89,-5484.81,-0.31
561287.92,-5485.05,-0.24
561350.58,-5484.98,0.07
561410.55,-5485.25,-0.27
561470.5,-5485.44,-0.19
561533.77,-5485.75,-0.31
561593.43,-5486.06,-0.31
561655.74,-5486.31,-0.25
561718.78,-5486.64,-0.33
561782.17,-5486.89,-0.25
561845.34,-5487.16,-0.27
561908.24,-5487.62,-0.46
561971.34,-5488.06,-0.44
562023.6348,-5488.375179,-0.315178937
562025.93,-5488.389012,-0.013832958
562034.39,-5488.44,-0.050988105
562044.671,-5488.558978,-0.118978217
562046.43,-5488.579334,-0.020355962
562097.47,-5489.17,-0.590665821
562160.45,-5489.22,-0.05
562178.79,-5489.15,0.07
562223.16,-5488.84,0.31
562286.06,-5489.25,-0.41
562348.78,-5489.58,-0.33
562412.04,-5489.86,-0.28
562458.49,-5490.14,-0.28
562518.05,-5490.46,-0.32
562581,-5490.83,-0.37
562644.07,-5491.14,-0.31
562707.07,-5490.32,0.82
562768.65,-5490.58,-0.26
562831.85,-5490.8,-0.22
562894.85,-5491.07,-0.27
562958.08,-5491.29,-0.22
563021.16,-5491.58,-0.29
563084.34,-5492.09,-0.51
563147.49,-5492.46,-0.37
563210.53,-5492.85,-0.39
563254.56,-5493.09,-0.24
563273.49,-5493.23,-0.14
563336.44,-5493.54,-0.31
563391.69,-5493.81,-0.27
563442.35,-5493.57,0.24
563505.32,-5493.99,-0.42
563568.31,-5494.33,-0.34
563631.32,-5494.48,-0.15
563694.46,-5494.86,-0.38
563757.56,-5495.24,-0.38
563820.08,-5495.67,-0.43
563879.63,-5496,-0.33
563942.6,-5496.35,-0.35
564005.83,-5496.65,-0.3
564069.02,-5496.63,0.02
564132.13,-5496.94,-0.31
564194.78,-5497.25,-0.31
564258.05,-5497.53,-0.28
564320.96,-5497.89,-0.36
564383.64,-5498.1,-0.21
564446.55,-5498.43,-0.33
564509.63,-5498.72,-0.29
564565.23,-5498.95,-0.23
564628.21,-5499.2,-0.25
564691.54,-5499.48,-0.28
564754.54,-5499.91,-0.43
564810.78,-5500.65,-0.74
564817.59,-5500.26,0.39
564880.97,-5500.24,0.02
564931.14,-5500.4,-0.16
564994.27,-5500.86,-0.46
565057.39,-5501.16,-0.3
565120.47,-5501.54,-0.38
565183.01,-5501.89,-0.35
565246.1,-5502.28,-0.39
565309.33,-5502.53,-0.25
565372.51,-5502.81,-0.28
565435.73,-5503.12,-0.31
565498.89,-5503.38,-0.26
565562.01,-5503.63,-0.25
565625.33,-5503.69,-0.06
565688.56,-5503.79,-0.1
565751.77,-5503.86,-0.07
565815.04,-5503.9,-0.04
565878.29,-5504.16,-0.26
565941.32,-5504.55,-0.39
566004.64,-5504.91,-0.36
566068.05,-5505.13,-0.22
566131.18,-5505.44,-0.31
566194.32,-5505.54,-0.1
566257.43,-5505.79,-0.25
566320.52,-5506.02,-0.23
566383.57,-5506.3,-0.28
566446.91,-5506.46,-0.16
566510.17,-5506.73,-0.27
566573.5,-5507.1,-0.37
566635.06,-5507.27,-0.17
566698.19,-5507.57,-0.3
566757.05,-5507.81,-0.24
566820.4,-5508,-0.19
566883.63,-5508.36,-0.36
566946.92,-5508.73,-0.37
567010.19,-5508.9,-0.17
567072.94,-5509.23,-0.33
567136.33,-5509.44,-0.21
567199.53,-5509.78,-0.34
567262.59,-5510.18,-0.4
567325.76,-5510.52,-0.34
567387.65,-5510.87,-0.35
567426.93,-5510.92,-0.05
567450.23,-5511.06,-0.14
567513.34,-5511.43,-0.37
567576.41,-5511.8,-0.37
567638.9,-5512.1,-0.3
567702.11,-5512.55,-0.45
567765.31,-5512.9,-0.35
567828.49,-5513.25,-0.35
567891.58,-5513.45,-0.2
567954.67,-5513.86,-0.41
568017.92,-5514.18,-0.32
568080.99,-5514.07,0.11
568144.24,-5514.18,-0.11
568207.39,-5514.63,-0.45
568270.68,-5514.98,-0.35
568332.94,-5515.34,-0.36
568396.22,-5515.55,-0.21
568459.8,-5515.71,-0.16
568522.9,-5516,-0.29
568585.99,-5516.21,-0.21
568649.19,-5516.73,-0.52
568712.17,-5517.22,-0.49
568775.17,-5517.57,-0.35
568837.02,-5517.96,-0.39
568894.63,-5518.27,-0.31
568931.33,-5518.49,-0.22
568965.47,-5518.41,0.08
568999.79,-5518.56,-0.15
569048.82,-5518.78,-0.22
569102.73,-5519.15,-0.37
569152.66,-5519.42,-0.27
569203.67,-5519.56,-0.14
569243.18,-5519.67,-0.11
569285.65,-5519.96,-0.29
569342.25,-5520.23,-0.27
569405.32,-5520.64,-0.41
569468.51,-5521.09,-0.45
569531.47,-5521.05,0.04
569594.37,-5521.22,-0.17
569657.52,-5521.72,-0.5
569720.68,-5522.15,-0.43
569783.55,-5522.58,-0.43
569829.18,-5522.93,-0.35
569876.57,-5523.3,-0.37
569919.81,-5523.44,-0.14
569971.44,-5523.45,-0.01
570023.81,-5523.76,-0.31
570050.97,-5524.25,-0.49
570063.76,-5523.8,0.45
570122.3604,-5524.069577,-0.26957682
570075.91,-5523.855893,0.213683736
570126.8,-5524.09,-0.234106916
570167.54,-5524.41,-0.32
570230.77,-5524.69,-0.28
570293.83,-5525.01,-0.32
570356.7,-5525.28,-0.27
570371.03,-5525.29,-0.01
570392.56,-5525.43,-0.14
570417.07,-5525.55,-0.12
570446.24,-5525.78,-0.23
570458.36,-5525.81,-0.03
570487.12,-5525.97,-0.16
570505.25,-5526.1,-0.13
570522.97,-5526.16,-0.06
570586.2,-5526.35,-0.19
570609.68,-5526.27,0.08
570673.02,-5526.46,-0.19
570683.87,-5526.44,0.02
570746.81,-5526.67,-0.23
570778.08,-5526.6,0.07
570841.34,-5526.87,-0.27
570904.42,-5527.2,-0.33
570967.91,-5527.62,-0.42
571031.24,-5527.91,-0.29
571094.66,-5528.12,-0.21
571157.84,-5528.42,-0.3
571221.12,-5528.64,-0.22
571284.1,-5528.16,0.48
571347.32,-5528.51,-0.35
571410.51,-5528.84,-0.33
571473.67,-5529.12,-0.28
571536.86,-5529.21,-0.09
571599.89,-5529.27,-0.06
571662.89,-5529.6,-0.33
571726.33,-5529.97,-0.37
571789.03,-5530.34,-0.37
571852.38,-5530.73,-0.39
571915.59,-5531.13,-0.4
571978.71,-5531.34,-0.21
572041.48,-5531.73,-0.39
572104.42,-5531.95,-0.22
572167.56,-5532.37,-0.42
572172.2774,-5532.3926,-0.022600127
572188.8082,-5532.471796,-0.079195804
572172.29,-5532.39266,0.079135439
572230.18,-5532.67,-0.277339508
572293.43,-5532.97,-0.3
572356.72,-5533.18,-0.21
572419.91,-5533.43,-0.25
572482.81,-5533.68,-0.25
572544.71,-5534.01,-0.33
572607.29,-5534.3,-0.29
572670.08,-5534.42,-0.12
572733.26,-5534.71,-0.29
572796.22,-5535,-0.29
572859.68,-5535.1,-0.1
572922.41,-5535.11,-0.01
572983.11,-5535.27,-0.16
573045.87,-5535.54,-0.27
573108.48,-5535.71,-0.17
573164.17,-5535.92,-0.21
573227.38,-5536.12,-0.2
573290.53,-5536.3,-0.18
573353.87,-5536.62,-0.32
573417.11,-5536.65,-0.03
573480.48,-5536.64,0.01
573543.35,-5536.51,0.13
573606.62,-5536.76,-0.25
573669.89,-5536.88,-0.12
573733.07,-5537.17,-0.29
573796.31,-5537.32,-0.15
573859.66,-5537.48,-0.16
573923.07,-5537.75,-0.27
573986.25,-5537.84,-0.09
574049.45,-5537.91,-0.07
574112.73,-5538.17,-0.26
574175.94,-5538.43,-0.26
574239.08,-5538.64,-0.21
574302.09,-5538.83,-0.19
574365.26,-5538.92,-0.09
574428.73,-5539.2,-0.28
574491.71,-5539.45,-0.25
574555.03,-5539.61,-0.16
574617.96,-5539.59,0.02
574680.87,-5539.66,-0.07
574744.14,-5539.88,-0.22
574807.78,-5539.99,-0.11
574871.07,-5540.18,-0.19
574934.43,-5540.19,-0.01
574997.53,-5540.36,-0.17
575060.8,-5540.53,-0.17
575122.85,-5540.66,-0.13
575185.87,-5540.51,0.15
575249.04,-5540.66,-0.15
575312.15,-5540.78,-0.12
575362.88,-5540.55,0.23
575366.94,-5540.52,0.03
575415.37,-5540.28,0.24
575426.16,-5540.7,-0.42
575479.45,-5540.870027,-0.170026783
575474.86,-5540.855382,0.014644751
575485.71,-5540.89,-0.034617968
575497.39,-5540.47,0.42
575549.01,-5541.09,-0.62
575612.42,-5541.15,-0.06
575674.86,-5541.34,-0.19
575728.69,-5541.41,-0.07
575780.79,-5541.46,-0.05
575831.23,-5541.46,0
575885.87,-5541.5,-0.04
575943.62,-5541.63,-0.13
576006.35,-5541.81,-0.18
576069.73,-5541.63,0.18
576132.86,-5541.77,-0.14
576196.08,-5541.95,-0.18
576259.24,-5542.05,-0.1
576322.25,-5542.27,-0.22
576385.59,-5542.55,-0.28
576448.75,-5541.33,1.22
576512.11,-5541.54,-0.21
576575.36,-5541.72,-0.18
576638.48,-5542.02,-0.3
576701.59,-5542.21,-0.19
576764.69,-5542.43,-0.22
576827.84,-5542.67,-0.24
576891.17,-5542.82,-0.15
576954.19,-5542.94,-0.12
577017.19,-5542.9,0.04
577080.42,-5542.43,0.47
577143.63,-5542.42,0.01
577206.96,-5542.58,-0.16
577263.24,-5542.68,-0.1
577326.32,-5542.85,-0.17
577389.51,-5542.95,-0.1
577452.69,-5542.77,0.18
577515.87,-5542.85,-0.08
577579.26,-5542.98,-0.13
577642.58,-5543.08,-0.1
577669.5,-5543.15,-0.07
577705.49,-5543.19,-0.04
577768.09,-5543.35,-0.16
577831.31,-5543.42,-0.07
577894.46,-5543.52,-0.1
577957.74,-5543.62,-0.1
578017.9,-5543.74,-0.12
578020.54,-5543.75,-0.01
578083.72,-5543.86,-0.11
578147.2,-5543.91,-0.05
578204.1,-5543.98,-0.07
578227.79,-5543.95,0.03
578249.64,-5543.92,0.03
578261.01,-5543.93,-0.01
578316.36,-5544.1,-0.17
578371.63,-5544.28,-0.18
578422.77,-5544.48,-0.2
578485.99,-5544.58,-0.1
578547.98,-5544.52,0.06
578611.12,-5544.78,-0.26
578611.12,-5544.78,0
578674.28,-5544.87,-0.09
578674.28,-5544.87,0
578737.78,-5545.03,-0.16
578801.09,-5545.11,-0.08
578864.43,-5545.26,-0.15
578927.75,-5545.22,0.04
578990.92,-5545.54,-0.32
579053.77,-5545.79,-0.25
579116.98,-5546.02,-0.23
579179.44,-5546.13,-0.11
579242.56,-5546.32,-0.19
579305.93,-5546.51,-0.19
579369.25,-5546.74,-0.23
579432.55,-5546.95,-0.21
579495.64,-5547.12,-0.17
579558.81,-5547.33,-0.21
579621.97,-5547.48,-0.15
579685.14,-5547.57,-0.09
579748.26,-5547.5,0.07
579811.58,-5547.61,-0.11
579874.74,-5547.8,-0.19
579937.59,-5547.98,-0.18
580000.8,-5548.07,-0.09
580064.06,-5548.04,0.03
580118.16,-5548.92,-0.88
580127.52,-5547.99,0.93
580190.89,-5548.03,-0.04
580254.22,-5548.14,-0.11
580317.52,-5548.28,-0.14
580380.78,-5548.44,-0.16
580444.04,-5548.29,0.15
580499.5,-5548.28,0.01
580557.22,-5548.18,0.1
580620.43,-5548.39,-0.21
580683.72,-5548.68,-0.29
580683.72,-5548.68,0
580699.99,-5548.7,-0.02
580699.99,-5548.7,0
580743.61,-5548.86,-0.16
580755.1,-5548.84,0.02
580789.74,-5548.91,-0.07
580802.89,-5548.94,-0.03
580832.08,-5548.94,-1.16E-10
580895.44,-5549.1,-0.16
580955.65,-5549.21,-0.11
581018.81,-5549.25,-0.04
581082.19,-5549.26,-0.01
581127.85,-5549.25,0.01
581191.08,-5548.96,0.29
581249.45,-5549.01,-0.05
581299.73,-5549.08,-0.07
581315.4948,-5548.845171,0.234828629
581319.33,-5548.788044,0.057127677
581329.94,-5548.63,0.158043694
581334.9361,-5548.393922,0.236078431
581335.76,-5548.354989,0.038932558
581339.04,-5548.2,0.154989011
581341.06,-5548,0.2
581342.13,-5547.91,0.09
581343.21,-5547.81,0.1
581345.22,-5547.7,0.11
581348.43,-5547.9,-0.2
581358.28,-5546.52,1.38
581375.02,-5547.36,-0.84
581379.35,-5546.46,0.9
581387.23,-5546.48,-0.02
581443.01,-5546.91,-0.43
581450.2,-5546.97,-0.06
581474.93,-5547.15,-0.18
581538.16,-5547.65,-0.5
581601.49,-5548.04,-0.39
581664.66,-5548.29,-0.25
581727.92,-5548.58,-0.29
581791.28,-5548.7,-0.12
581800.94,-5548.73,-0.03
581853.6,-5548.9,-0.17
581916.26,-5548.96,-0.06
581979.6,-5549.06,-0.1
582042.85,-5549,0.06
582106.06,-5548.94,0.06
582169.44,-5548.8,0.14
582232.79,-5548.17,0.63
582296.04,-5548.02,0.15
582359.3,-5548.23,-0.21
582422.38,-5548.33,-0.1
582485.11,-5548.48,-0.15
