RC3-before,,
wcAi,Distortion,1st Ord Diff
96151.22,-153.05,-0.02
96183.87,-153.05,0
96222.67,-153.15,-0.1
96224.13,-153.13,0.02
96225.7,-153.1,0.03
96229.01,-153.15,-0.05
96253.07,-153.19,-0.04
96298.31,-153.22,-0.03
96343.63,-153.25,-0.03
96350.12,-153.24,0.01
96356.85,-153.24,1.46E-11
96371.02,-153.27,-0.03
96381.12,-153.3,-0.03
96426.43,-153.34,-0.04
96452.39,-153.37,-0.03
96478.96,-153.35,0.02
96524.31,-153.33,0.02
96548.56,-153.35,-0.02
96560.77,-153.38,-0.03
96596.04,-152.05,1.33
96606.21,-153.31,-1.26
96651.54,-153.25,0.06
96696.8,-153.3,-0.05
96742.07,-153.35,-0.05
96745.3,-153.35,0
96790.53,-153.46,-0.11
96835.9,-153.49,-0.03
96881.15,-153.57,-0.08
96926.4,-153.65,-0.08
96971.61,-153.73,-0.08
97016.91,-153.77,-0.04
97062.2,-153.8,-0.03
97107.49,-153.83,-0.03
97152.86,-153.81,0.02
97198.11,-153.93,-0.12
97243.42,-153.99,-0.06
97288.74,-154.02,-0.03
97334.07,-154.02,0
97379.33,-154.02,-1.46E-11
97424.68,-153.99,0.03
97469.99,-154.01,-0.02
97515.33,-153.96,0.05
97525.36,-153.96,-1.46E-11
97560.64,-153.96,0
97595.18,-154,-0.04
97640.51,-154.01,-0.01
97676.98,-154,0.01
97684.9,-154.01,-0.01
97722.9,-152.64,1.37
97730.16,-154.02,-1.38
97768.32,-153.19,0.83
97775.33,-154.06,-0.87
97820.67,-154.05,0.01
97865.98,-154.08,-0.03
97911.31,-154.11,-0.03
97956.61,-154.15,-0.04
98001.87,-154.2,-0.05
98047.08,-154.31,-0.11
98092.28,-154.38,-0.07
98108.82,-154.38,1.46E-11
98110.78,-154.38,-1.46E-11
98112.58,-154.38,0
98114.72,-154.38,0
98116.81,-154.38,0
98119.56,-154.38,0
98137.54,-154.38,0
98178.46,-154.36,0.02
98208.88,-154.36,0
98245.59,-154.42,-0.06
98290.87,-154.47,-0.05
98336.16,-154.53,-0.06
98381.4,-154.57,-0.04
98410.78,-154.6,-0.03
98441.63,-154.65,-0.05
98486.9,-154.7,-0.05
98532.18,-154.75,-0.05
98577.48,-154.79,-0.04
98622.75,-154.89,-0.1
98660.82,-154.92,-0.03
98701.18,-154.99,-0.07
98746.45,-155.05,-0.06
98791.75,-155.11,-0.06
98826.81,-155.18,-0.07
98838,-155.2,-0.02
98855.86,-155.51,-0.31
98883.26,-155.29,0.22
98894.88,-155.2,0.09
98928.51,-155.39,-0.19
98973.81,-155.47,-0.08
99019.1,-155.53,-0.06
99064.3,-155.62,-0.09
99104.12,-155.68,-0.06
99109.54,-155.69,-0.01
99118.16,-155.64,0.05
99125.39,-155.9,-0.26
99144.85,-155.73,0.17
99164.34,-155.53,0.2
99166.95,-155.77,-0.24
99190.07,-155.82,-0.05
99194.47,-155.83,-0.01
99205.8,-153.2,2.63
99239.75,-155.91,-2.71
99285.05,-155.96,-0.05
99330.2,-156.06,-0.1
99375.42,-156.12,-0.06
99420.66,-156.22,-0.1
99465.83,-156.27,-0.05
99511.03,-156.35,-0.08
99556.3,-156.34,0.01
99601.69,-156.29,0.05
99647,-156.31,-0.02
99692.3,-156.31,0
99737.6,-156.31,0
99782.89,-156.35,-0.04
99828.13,-156.44,-0.09
99873.35,-156.48,-0.04
99918.6,-156.57,-0.09
99963.89,-156.57,-1.46E-11
100009.14,-156.58,-0.01
100054.36,-156.7,-0.12
100099.6,-156.78,-0.08
100144.95,-156.79,-0.01
100190.29,-156.81,-0.02
100235.63,-156.8,0.01
100281.04,-156.75,0.05
100326.37,-156.72,0.03
100357.65,-156.68,0.04
100403.02,-156.68,1.46E-11
100438.21,-156.65,0.03
100483.43,-156.66,-0.01
100517.09,-156.68,-0.02
100562.37,-156.67,0.01
100600.88,-156.66,0.01
100646.17,-156.66,-1.46E-11
100691.49,-156.69,-0.03
100736.82,-156.69,0
100782.14,-156.71,-0.02
100827.45,-156.71,0
100872.76,-156.76,-0.05
100918.1,-156.73,0.03
100963.47,-156.7,0.03
101008.81,-156.7,0
101054.17,-156.7,0
101099.58,-156.61,0.09
101144.8,-156.63,-0.02
101190.16,-156.62,0.01
101235.48,-156.59,0.03
101280.83,-156.52,0.07
101326.14,-156.51,0.01
101371.54,-156.48,0.03
101416.93,-156.37,0.11
101462.23,-156.35,0.02
101471.01,-154.51,1.84
101500.88,-154.58,-0.07
101507.76,-156.21,-1.63
101537.68,-155.09,1.12
101553.22,-156.06,-0.97
101596.07,-156.1,-0.04
101641.24,-156.13,-0.03
101657.12,-154.35,1.78
101674.3,-156.23,-1.88
101681.83,-156.3,-0.07
101719.47,-156.3,0
101764.78,-156.29,0.01
101801.82,-156,0.29
101809.99,-156.37,-0.37
101818.62,-156.38,-0.01
101841.73,-156.44,-0.06
101870.2,-156.51,-0.07
101891.32,-156.54,-0.03
101903.14,-156.58,-0.04
101940.76,-156.62,-0.04
101985.98,-156.67,-0.05
102031.22,-156.7,-0.03
102076.52,-156.72,-0.02
102121.77,-156.75,-0.03
102167.17,-156.65,0.1
102212.66,-156.51,0.14
102258.08,-156.42,0.09
102303.47,-156.29,0.13
102348.84,-156.23,0.06
102394.31,-156.13,0.1
102439.67,-156.04,0.09
102484.97,-156.02,0.02
102530.27,-156.01,0.01
102575.65,-155.96,0.05
102620.94,-155.95,0.01
102656.13,-155.01,0.94
102666.25,-155.86,-0.85
102687.75,-155.82,0.04
102719.48,-152.88,2.94
102733.03,-155.83,-2.95
102778.33,-155.86,-0.03
102823.68,-155.81,0.05
102869.03,-155.78,0.03
102914.36,-155.78,0
102959.66,-155.79,-0.01
103004.9,-155.81,-0.02
103050.24,-155.76,0.05
103085,-155.7,0.06
103130.29,-155.66,0.04
103175.55,-155.68,-0.02
103217.22,-155.64,0.04
103262.61,-155.54,0.1
103307.92,-155.51,0.03
103353.18,-155.56,-0.05
103371.92,-152.83,2.73
103398.45,-155.65,-2.82
103423.76,-155.53,0.12
103443.66,-155.69,-0.16
103478.34,-155.75,-0.06
103523.73,-155.66,0.09
103569.02,-155.67,-0.01
103614.28,-155.72,-0.05
103659.54,-155.77,-0.05
103704.77,-155.88,-0.11
103750.06,-155.88,-1.46E-11
103795.31,-155.92,-0.04
103840.63,-155.88,0.04
103885.98,-155.84,0.04
103931.34,-155.78,0.06
103976.67,-155.73,0.05
104022.06,-155.64,0.09
104067.41,-155.59,0.05
104112.76,-155.54,0.05
104158.17,-155.5,0.04
104203.5,-155.51,-0.01
104248.92,-155.44,0.07
104294.37,-155.35,0.09
104339.75,-155.27,0.08
104377.71,-154.43,0.84
104385.04,-155.27,-0.84
104422.21,-155.68,-0.41
104430.31,-155.37,0.31
104435.66,-156.61,-1.24
104475.58,-155.51,1.1
104506.78,-155.52,-0.01
104545.71,-154.64,0.88
104552.03,-155.52,-0.88
104561.23,-153,2.52
104589.69,-155.35,-2.35
104597.43,-155.36,-0.01
104605.89,-153.07,2.29
104614.22,-155.3,-2.23
104623.02,-155.31,-0.01
104630.5,-155.31,0
104637.18,-155.35,-0.04
104643.58,-155.39,-0.04
104643.6,-155.39,0
104645.04,-155.43,-0.04
104645.49,-155.42,0.01
104645.49,-155.42,0
104646.04,-155.64,-0.22
104646.76,-155.44,0.2
104647.08,-155.35,0.09
104647.3,-155.35,0
104648.07,-155.37,-0.02
104648.58,-155.31,0.06
104648.58,-155.31,0
104649.01,-155.38,-0.07
104650.58,-155.34,0.04
104651.02,-155.38,-0.04
104651.46,-155.43,-0.05
104652.47,-155.32,0.11
104652.49,-155.32,0
104659.96,-155.37,-0.05
104677.28,-155.5,-0.13
104689.74,-155.58,-0.08
104734.97,-155.62,-0.04
104780.37,-155.56,0.06
104825.85,-155.41,0.15
104871.16,-155.42,-0.01
104907.97,-155.4,0.02
104953.31,-155.35,0.05
104998.63,-155.35,1.46E-11
105044.01,-155.31,0.04
105089.32,-155.31,1.46E-11
105134.66,-155.26,0.05
105179.97,-155.19,0.07
105225.28,-155.18,0.01
105270.61,-155.14,0.04
105315.98,-155.05,0.09
105361.32,-155.03,0.02
105406.52,-155.09,-0.06
105451.82,-155.07,0.02
105497.05,-155.12,-0.05
105542.31,-155.13,-0.01
105587.54,-155.19,-0.06
105632.79,-155.26,-0.07
105678.1,-155.25,0.01
105723.38,-155.29,-0.04
105768.59,-155.39,-0.1
105813.91,-155.3,0.09
105859.08,-155.37,-0.07
105904.28,-155.51,-0.14
105949.54,-155.56,-0.05
105994.76,-155.63,-0.07
106040.05,-155.61,0.02
106085.27,-155.7,-0.09
106126.16,-155.16,0.54
106130.46,-155.8,-0.64
106175.74,-155.86,-0.06
106221.03,-155.86,0
106266.43,-155.81,0.05
106311.82,-155.76,0.05
106357.25,-155.69,0.07
106402.58,-155.62,0.07
106447.9,-155.57,0.05
106493.21,-155.55,0.02
106538.66,-155.45,0.1
106584.01,-155.38,0.07
106629.35,-155.31,0.07
106674.45,-155.21,0.1
106694.72,-155.21,1.46E-11
106719.75,-155.22,-0.01
106765.09,-155.16,0.06
106810.43,-155.14,0.02
106845.13,-155.14,1.46E-11
106890.57,-155.08,0.06
106935.92,-155.02,0.06
106981.23,-154.99,0.03
107016.15,-154.94,0.05
107061.54,-154.9,0.04
107106.94,-154.86,0.04
107152.26,-154.83,0.03
107197.59,-154.78,0.05
107228.39,-154.78,0
107223.59,-154.78,0
107233.7,-149.77,5.01
107239.58,-154.78,-5.01
107242.86,-154.81,-0.03
107277.66,-154.85,-0.04
107287.92,-154.77,0.08
107321.66,-154.79,-0.02
107324.54,-154.79,-1.46E-11
107332.55,-154.79,1.46E-11
107333.06,-154.81,-0.02
107333.59,-154.81,0
107334.11,-154.81,0
107334.45,-154.81,0
107336.57,-154.8,0.01
107338.15,-154.8,-1.46E-11
107366.34,-154.79,0.01
107411.61,-154.68,0.11
107456.94,-154.61,0.07
107502.25,-154.54,0.07
107547.56,-154.5,0.04
107592.87,-154.47,0.03
107638.25,-154.41,0.06
107683.7,-154.34,0.07
107728.98,-154.29,0.05
107774.33,-154.23,0.06
107819.71,-154.14,0.09
107865.08,-154.04,0.1
107910.55,-153.87,0.17
107955.93,-153.8,0.07
108001.23,-153.83,-0.03
108046.42,-153.88,-0.05
108091.7,-153.92,-0.04
108134.2,-153.99,-0.07
108140.04,-153.99,0
108181.61,-154.07,-0.08
108226.86,-154.16,-0.09
108272.14,-154.27,-0.11
108317.36,-154.35,-0.08
108355.43,-153.11,1.24
108362.6,-154.38,-1.27
108369.96,-154.39,-0.01
108407.83,-154.45,-0.06
108453.07,-154.48,-0.03
108467.2,-153.66,0.82
108491.85,-152.24,1.42
108498.25,-154.57,-2.33
108506.09,-152.78,1.79
108543.5,-154.73,-1.95
108588.76,-154.81,-0.08
108595.81,-154.69,0.12
108634.02,-154.79,-0.1
108679.21,-154.84,-0.05
108724.55,-154.83,0.01
108769.91,-154.73,0.1
108815.34,-154.59,0.14
108860.73,-154.46,0.13
108906.15,-154.38,0.08
108951.5,-154.3,0.08
108996.92,-154.2,0.1
109042.33,-154.14,0.06
109087.67,-154.09,0.05
109133.07,-154.01,0.08
109178.47,-153.94,0.07
109223.88,-153.87,0.07
109269.27,-153.8,0.07
109314.68,-153.69,0.11
109360.1,-153.65,0.04
109391.65,-153.62,0.03
109437.07,-153.52,0.1
109445.15,-153.52,-1.46E-11
109484.53,-153.47,0.05
109529.92,-153.43,0.04
109575.26,-153.39,0.04
109593.45,-150.72,2.67
109620.78,-153.21,-2.49
109632.4,-150.81,2.4
109666.26,-153.1,-2.29
109685.11,-153.11,-0.01
109710.82,-153.08,0.03
109756.17,-153.05,0.03
109784.21,-153.01,0.04
109828.2,-153,0.01
109873.51,-152.98,0.02
109918.93,-152.89,0.09
109964.41,-152.73,0.16
110009.79,-152.66,0.07
110055.12,-152.58,0.08
110100.5,-152.49,0.09
110145.79,-152.52,-0.03
110190.99,-152.61,-0.09
110236.22,-152.65,-0.04
110281.5,-152.63,0.02
110326.71,-152.75,-0.12
110372.05,-152.78,-0.03
110417.28,-152.87,-0.09
110462.59,-152.88,-0.01
110494.11,-152.93,-0.05
110539.42,-152.92,0.01
110584.64,-152.98,-0.06
110629.89,-153.01,-0.03
110654.14,-153.05,-0.04
110675.1,-153.08,-0.03
110720.42,-153.11,-0.03
110765.75,-153.19,-0.08
110811.03,-153.19,0
110856.32,-153.17,0.02
110901.69,-153.16,0.01
110947.11,-153.09,0.07
110991.36,-153.01,0.08
110992.48,-153.01,-1.46E-11
110993.62,-153.01,0
111037.86,-152.9,0.11
111083.3,-152.8,0.1
111128.71,-152.69,0.11
111174.1,-152.62,0.07
111219.52,-152.52,0.1
111264.98,-152.35,0.17
111310.33,-152.28,0.07
111355.72,-152.16,0.12
111401.14,-152.02,0.14
111446.52,-151.95,0.07
111491.93,-151.81,0.14
111537.3,-151.71,0.1
111582.69,-151.6,0.11
111628.09,-151.49,0.11
111673.43,-151.49,0
111718.76,-151.43,0.06
111764.03,-151.38,0.05
111809.36,-151.26,0.12
111854.65,-151.21,0.05
111900.04,-151.07,0.14
111930.65,-150.98,0.09
111976.05,-150.91,0.07
112021.42,-150.78,0.13
112066.8,-150.7,0.08
112112.2,-150.56,0.14
112157.59,-150.44,0.12
112202.86,-150.44,0
112248.14,-150.46,-0.02
112293.37,-150.5,-0.04
112318.25,-150.52,-0.02
112338.59,-150.53,-0.01
112383.82,-150.6,-0.07
112429.04,-150.66,-0.06
112474.31,-150.63,0.03
112519.59,-150.7,-0.07
112564.81,-150.73,-0.03
112610.06,-150.7,0.03
112655.32,-150.68,0.02
112700.73,-150.55,0.13
112746.14,-150.46,0.09
112791.52,-150.38,0.08
112836.79,-150.41,-0.03
112882.1,-150.39,0.02
112927.46,-150.31,0.08
112972.78,-150.24,0.07
113018.12,-150.13,0.11
113063.45,-150.05,0.08
113108.75,-150,0.05
113154.15,-149.9,0.1
113199.47,-149.86,0.04
113244.86,-149.72,0.14
113258.57,-147.5,2.22
113290.2,-149.72,-2.22
113335.61,-149.59,0.13
113380.96,-149.46,0.13
113426.27,-149.44,0.02
113471.62,-149.37,0.07
113516.96,-149.3,0.07
113562.29,-149.24,0.06
113607.59,-149.2,0.04
113652.89,-149.16,0.04
113695.29,-149.1,0.06
113722.42,-149.04,0.06
113730.88,-149.03,0.01
113731.83,-149.41,-0.38
113767.79,-148.98,0.43
113805.64,-148.78,0.2
113810.93,-148.95,-0.17
113821.64,-146.18,2.77
113847.84,-148.77,-2.59
113857.53,-145.92,2.85
113893.29,-148.43,-2.51
113938.68,-148.31,0.12
113976.71,-148.22,0.09
114010.06,-147.36,0.86
114022.05,-148.2,-0.84
114052.58,-143.39,4.81
114067.06,-148.2,-4.81
114112.05,-148.17,0.03
114157.42,-148.08,0.09
114202.79,-147.97,0.11
114248.15,-147.87,0.1
114293.42,-147.82,0.05
114303.17,-147.88,-0.06
114338.67,-147.9,-0.02
114384.02,-147.81,0.09
114429.37,-147.75,0.06
114474.58,-147.81,-0.06
114519.88,-147.74,0.07
114565.29,-147.59,0.15
114610.67,-147.48,0.11
114656,-147.43,0.05
114701.32,-147.33,0.1
114746.71,-147.2,0.13
114792.1,-147.13,0.07
114832.4,-147.14,-0.01
114877.74,-147.08,0.06
114923.03,-147.11,-0.03
114968.42,-147.06,0.05
115013.83,-146.91,0.15
115059.16,-146.9,0.01
115104.35,-146.91,-0.01
115149.63,-146.93,-0.02
115194.97,-146.86,0.07
115240.33,-146.75,0.11
115285.72,-146.59,0.16
115331.13,-146.5,0.09
115376.52,-146.38,0.12
115421.82,-146.32,0.06
115467.21,-146.27,0.05
115512.6,-146.17,0.1
115558.03,-146.04,0.13
115603.45,-145.96,0.08
115648.86,-145.86,0.1
115694.19,-145.8,0.06
115739.55,-145.73,0.07
115784.95,-145.65,0.08
115830.34,-145.6,0.05
115875.75,-145.48,0.12
115921.11,-145.39,0.09
115945.54,-145.35,0.04
115990.98,-145.25,0.1
116036.32,-145.17,0.08
116081.78,-145.02,0.15
116114.63,-144.95,0.07
116127.21,-144.93,0.02
116172.65,-144.8,0.13
116218.09,-144.68,0.12
116263.48,-144.57,0.11
116308.9,-144.47,0.1
116350.98,-144.31,0.16
116396.36,-144.21,0.1
116441.74,-144.11,0.1
116487.15,-143.98,0.13
116532.59,-143.79,0.19
116577.89,-143.67,0.12
116623.33,-143.53,0.14
116668.6,-143.54,-0.01
116713.84,-143.52,0.02
116759.04,-143.57,-0.05
116804.26,-143.63,-0.06
116849.58,-143.57,0.06
116894.82,-143.62,-0.05
116931.91,-143.63,-0.01
116977.14,-143.64,-0.01
117022.39,-143.63,0.01
117057.05,-143.65,-0.02
117102.31,-143.64,0.01
117147.7,-143.5,0.14
117193.12,-143.37,0.13
117233.16,-143.22,0.15
117238.55,-143.2,0.02
117247.21,-141.34,1.86
117277.57,-142.3,-0.96
117284.05,-143.02,-0.72
117318.08,-143.22,-0.2
117329.55,-142.8,0.42
117374.92,-142.69,0.11
117420.33,-142.61,0.08
117465.72,-142.54,0.07
117511.14,-142.38,0.16
117556.58,-142.24,0.14
117601.33,-142.11,0.13
117646.05,-142.01,0.1
117670.24,-141.95,0.06
117715.66,-141.81,0.14
117760.92,-141.79,0.02
117784.01,-141.76,0.03
117784.65,-141.76,0
117806.15,-141.72,0.04
117845.91,-141.76,-0.04
117851.49,-141.63,0.13
117861.34,-141.65,-0.02
117871.31,-141.67,-0.02
117887.51,-141.81,-0.14
117932.89,-141.76,0.05
117978.29,-141.69,0.07
118023.6,-141.65,0.04
118069.02,-141.55,0.1
118114.45,-141.43,0.12
118159.91,-141.28,0.15
118205.23,-141.21,0.07
118250.64,-141.09,0.12
118296.06,-140.97,0.12
118341.46,-140.9,0.07
118386.85,-140.78,0.12
118432.26,-140.68,0.1
118477.68,-140.58,0.1
118523.1,-140.51,0.07
118568.48,-140.44,0.07
118613.9,-140.31,0.13
118659.29,-140.21,0.1
118704.77,-140.02,0.19
118750.22,-139.87,0.15
118795.52,-139.83,0.04
118840.77,-139.85,-0.02
118886.04,-139.88,-0.03
118898.71,-139.86,0.02
118943.38,-139.83,0.03
118947.36,-139.53,0.3
118988.62,-139.84,-0.31
118992.17,-139.68,0.16
119033.88,-139.81,-0.13
119079.16,-139.8,0.01
119124.43,-139.78,0.02
119169.74,-139.69,0.09
119215.02,-139.64,0.05
119259.23,-139.61,0.03
119304.49,-139.64,-0.03
119349.75,-139.67,-0.03
119395.11,-139.57,0.1
119440.31,-139.58,-0.01
119485.6,-139.57,0.01
119530.9,-139.49,0.08
119576.34,-139.29,0.2
119621.72,-139.13,0.16
119667.1,-138.95,0.18
119712.47,-138.8,0.15
119757.82,-138.7,0.1
119803.21,-138.53,0.17
119848.5,-138.46,0.07
119893.89,-138.31,0.15
119939.27,-138.2,0.11
119984.7,-138.05,0.15
120017.13,-137.99,0.06
120062.46,-137.88,0.11
120082.52,-137.78,0.1
120107.91,-137.68,0.1
120153.18,-137.64,0.04
120198.49,-137.55,0.09
120228.97,-139,-1.45
120243.89,-137.4,1.6
120289.27,-137.26,0.14
120321.09,-137.2,0.06
120366.4,-137.14,0.06
120376.22,-134.97,2.17
120405.8,-135.94,-0.97
120411.63,-137.2,-1.26
120420.85,-135.35,1.85
120436.66,-137.19,-1.84
120438.2,-137.37,-0.18
120438.22,-137.35,0.02
120440.35,-135.71,1.64
120481.05,-96.48,39.23
120521.36,-96.77,-0.29
120561.63,-96.88,-0.11
120561.82,-101.23,-4.35
120562.95,-126.91,-25.68
120563.56,-135.24,-8.33
120563.7,-137.17,-1.93
120563.72,-137.17,0
120601.9,-137.34,-0.17
120603.57,-137.35,-0.01
120605.38,-137.02,0.33
120648.72,-137.39,-0.37
120676.45,-137.87,-0.48
120693.73,-137.56,0.31
120720.57,-140.95,-3.39
120736.76,-137.6,3.35
120781.95,-137.62,-0.02
120819.08,-137.7,-0.08
120826.89,-137.72,-0.02
120863.33,-137.8,-0.08
120908.54,-137.89,-0.09
120953.69,-137.93,-0.04
120998.85,-138.03,-0.1
121044.03,-138.02,0.01
121089.21,-137.98,0.04
121134.4,-137.96,0.02
121172.93,-137.04,0.92
121179.54,-137.97,-0.93
121187.61,-136.51,1.46
121224.67,-138.06,-1.55
121269.83,-138.06,0
121314.92,-138.17,-0.11
121324.85,-135.67,2.5
121359.95,-138.12,-2.45
121405.16,-138.06,0.06
121450.32,-138.11,-0.05
121495.52,-138.1,0.01
121540.72,-138.08,0.02
121585.94,-138.06,0.02
121631.16,-138.06,0
121676.28,-138.09,-0.03
121721.52,-138.05,0.04
121760.05,-138.02,0.03
121805.23,-138.03,-0.01
121850.48,-138,0.03
121895.7,-137.97,0.03
121940.93,-137.97,0
121986.17,-137.93,0.04
122031.31,-137.96,-0.03
122076.55,-137.97,-0.01
122121.82,-137.95,0.02
122167.03,-138.01,-0.06
122212.27,-138.01,0
122244.09,-138.06,-0.05
122289.31,-138.05,0.01
122334.44,-138.16,-0.11
122379.64,-138.22,-0.06
122424.91,-138.21,0.01
122437.4,-135.91,2.3
122470.18,-138.18,-2.27
122515.31,-138.25,-0.07
122560.54,-138.25,0
122605.73,-138.22,0.03
122650.9,-138.25,-0.03
122696.1,-138.29,-0.04
122741.35,-138.29,0
122786.6,-138.31,-0.02
122831.85,-138.31,0
122865.07,-138.29,0.02
122890.51,-138.31,-0.02
122935.73,-138.33,-0.02
122980.94,-138.34,-0.01
122986.41,-138.34,0
123026.16,-138.35,-0.01
123071.48,-138.27,0.08
123116.62,-138.33,-0.06
123161.81,-138.28,0.05
123207.02,-138.3,-0.02
123252.28,-138.3,0
123297.54,-138.3,0
123340.03,-138.27,0.03
123385.29,-138.28,-0.01
123423.71,-138.4,-0.12
123430.6,-138.21,0.19
123437.71,-139.03,-0.82
123475.83,-138.28,0.75
123503.65,-138.27,0.01
123548.94,-138.24,0.03
123594.22,-138.25,-0.01
123602.93,-136.34,1.91
123631.07,-138.18,-1.84
123639.53,-138.17,0.01
123684.79,-138.1,0.07
123730.05,-138.07,0.03
123767.46,-138.79,-0.72
123775.25,-138.07,0.72
123781.75,-137.62,0.45
123820.54,-138.15,-0.53
123865.63,-138.3,-0.15
123910.87,-138.31,-0.01
123924.32,-138.3,0.01
123969.66,-138.23,0.07
124014.97,-138.19,0.04
124060.31,-138.12,0.07
124105.61,-138.1,0.02
124150.97,-138.1,0
124196.22,-138.08,0.02
124241.45,-138.11,-0.03
124286.76,-138.08,0.03
124332.01,-138.06,0.02
124377.32,-138.06,1.46E-11
124422.58,-138.04,0.02
124467.9,-138.02,0.02
124513.13,-138,0.02
124558.42,-137.95,0.05
124603.67,-137.96,-0.01
124649.02,-137.91,0.05
124694.4,-137.83,0.08
124739.74,-137.75,0.08
124784.97,-137.74,0.01
124830.22,-137.71,0.03
124875.56,-137.71,-1.46E-11
124920.85,-137.7,0.01
124966.22,-137.6,0.1
125011.51,-137.56,0.04
125056.89,-137.49,0.07
125102.16,-137.51,-0.02
125137.02,-137.56,-0.05
125147.31,-137.58,-0.02
125192.68,-137.55,0.03
125237.96,-137.5,0.05
125283.25,-137.45,0.05
125328.54,-137.39,0.06
125347.94,-137.39,0
125393.19,-137.34,0.05
125438.45,-137.37,-0.03
125483.79,-137.29,0.08
125529.07,-137.27,0.02
125574.34,-137.26,0.01
125612.38,-137.25,0.01
125657.7,-137.21,0.04
125687.67,-137.2,0.01
125732.95,-137.15,0.05
125778.2,-137.13,0.02
125823.49,-137.07,0.06
125868.79,-137,0.07
125914.15,-136.92,0.08
125959.42,-136.9,0.02
126004.73,-136.85,0.05
126037.2,-136.79,0.06
126082.5,-136.75,0.04
126127.8,-136.71,0.04
126173.09,-136.68,0.03
126218.41,-136.62,0.06
126263.77,-136.55,0.07
126309.07,-136.5,0.05
126354.45,-136.41,0.09
126399.76,-136.37,0.04
126445.07,-136.3,0.07
126480.12,-136.24,0.06
126525.43,-136.19,0.05
126570.68,-136.12,0.07
126616,-136.05,0.07
126661.4,-135.93,0.12
126705.32,-135.86,0.07
126750.61,-135.8,0.06
126795.88,-135.78,0.02
126841.23,-135.71,0.07
126886.59,-135.65,0.06
126931.89,-135.57,0.08
126977.25,-135.46,0.11
127022.6,-135.35,0.11
127067.85,-135.35,0
127113.16,-135.26,0.09
127158.42,-135.18,0.08
127203.76,-135.11,0.07
127249.1,-135.04,0.07
127294.45,-134.93,0.11
127339.83,-134.87,0.06
127385.14,-134.85,0.02
127430.48,-134.77,0.08
127475.83,-134.67,0.1
127521.2,-134.6,0.07
127566.54,-134.59,0.01
127602.88,-134.5,0.09
127648.33,-134.32,0.18
127693.73,-134.18,0.14
127739.08,-134.1,0.08
127784.46,-134,0.1
127829.84,-133.9,0.1
127875.18,-133.82,0.08
127892.75,-133.81,0.01
127900.25,-133.8,0.01
127920.07,-133.81,-0.01
127965.5,-133.68,0.13
128001.4,-133.58,0.1
128010.88,-133.55,0.03
128056.26,-133.46,0.09
128101.63,-133.36,0.1
128146.57,-133.37,-0.01
128191.78,-133.39,-0.02
128237.1,-133.35,0.04
128282.43,-133.34,0.01
128327.86,-133.2,0.14
128358.89,-133.14,0.06
128373.25,-133.11,0.03
128411.41,-133.08,0.03
128456.74,-133.05,0.03
128502.02,-133.08,-0.03
128537.23,-133.08,0
128547.33,-133.08,0
128592.61,-133.12,-0.04
128637.91,-133.13,-0.01
128683.15,-133.14,-0.01
128728.45,-133.12,0.02
128773.69,-133.18,-0.06
128818.55,-133.17,0.01
128863.85,-133.13,0.04
128909.16,-133.07,0.06
128954.56,-132.94,0.13
128999.95,-132.85,0.09
129045.22,-132.85,0
129090.58,-132.76,0.09
129135.92,-132.69,0.07
129181.23,-132.67,0.02
129226.57,-132.61,0.06
129245.4,-132.59,0.02
129271.91,-132.57,0.02
129317.31,-132.46,0.11
129362.64,-132.41,0.05
129408.05,-132.28,0.13
129416.09,-132.26,0.02
129453.45,-132.15,0.11
129498.82,-132.08,0.07
129544.24,-131.94,0.14
129589.6,-131.87,0.07
129634.97,-131.8,0.07
129680.19,-131.81,-0.01
129725.4,-131.86,-0.05
129770.6,-131.88,-0.02
129815.85,-131.83,0.05
129860.52,-131.78,0.05
129905.78,-131.73,0.05
129951.04,-131.74,-0.01
129996.3,-131.74,1.46E-11
130041.57,-131.72,0.02
130079.1,-131.66,0.06
130124.44,-131.58,0.08
130169.77,-131.51,0.07
130215.07,-131.44,0.07
130260.37,-131.39,0.05
130305.7,-131.29,0.1
130350.95,-131.25,0.04
130396.27,-131.13,0.12
130441.55,-131.08,0.05
130486.84,-130.9,0.18
130532.18,-130.74,0.16
130577.52,-130.62,0.12
130622.82,-130.44,0.18
130668.03,-130.28,0.16
130713.22,-130.18,0.1
130758.39,-130.08,0.1
130803.62,-130,0.08
130848.92,-129.88,0.12
130894.22,-129.81,0.07
130938.78,-129.68,0.13
130974.5,-129.63,0.05
131019.85,-129.49,0.14
131032.33,-129.47,0.02
131039.41,-128.25,1.22
131064.63,-129.35,-1.1
131072.72,-127.56,1.79
131109.38,-129.24,-1.68
131125.77,-130.76,-1.52
131154.63,-129.21,1.55
131165.32,-126.83,2.38
131199.9,-129.3,-2.47
131219.43,-129.17,0.13
131230.83,-129.24,-0.07
131264.49,-129.26,-0.02
131272.77,-129.27,-0.01
131276.17,-129.12,0.15
131284.21,-129.11,0.01
131315.29,-129.08,0.03
131327.83,-129.02,0.06
131347.92,-126.6,2.42
131347.92,-126.6,0
131373.2,-128.84,-2.24
131418.58,-128.74,0.1
131463.86,-128.67,0.07
131509.13,-128.65,0.02
131554.49,-128.58,0.07
131599.78,-128.56,0.02
131645.05,-128.52,0.04
131690.29,-128.51,0.01
131735.49,-128.54,-0.03
131780.73,-128.52,0.02
131825.98,-128.53,-0.01
