RC3-before,,
wcAi,Distortion,1st Ord Diff
31778.75,-47.27,-0.05
31824.03,-47.31,-0.04
31869.37,-47.32,-0.01
31914.65,-47.41,-0.09
31959.84,-47.5,-0.09
32005.1,-47.62,-0.12
32050.33,-47.71,-0.09
32095.5,-47.84,-0.13
32129.59,-47.94,-0.1
32174.74,-48.08,-0.14
32219.94,-48.13,-0.05
32265.35,-48.21,-0.08
32310.64,-48.3,-0.09
32355.92,-48.37,-0.07
32401.14,-48.45,-0.08
32446.3,-48.6,-0.15
32491.47,-48.74,-0.14
32536.71,-48.84,-0.1
32581.95,-48.92,-0.08
32627.16,-48.99,-0.07
32672.38,-49.09,-0.1
32717.68,-49.14,-0.05
32761.31,-50.27,-1.13
32762.47,-50.3,-0.03
32763.02,-50.31,-0.01
32808.29,-50.37,-0.06
32853.6,-50.35,0.02
32898.76,-50.45,-0.1
32944.02,-50.51,-0.06
32989.19,-50.56,-0.05
33034.47,-50.6,-0.04
33060.41,-50.68,-0.08
33105.59,-51.15,-0.47
33150.88,-51.09,0.06
33196.16,-51.16,-0.07
33197.23,-51.19,-0.03
33241.46,-51.17,0.02
33252.87,-51.37,-0.2
33263.25,-51.04,0.33
33286.77,-51.2,-0.16
33332.04,-51.24,-0.04
33377.3,-51.3,-0.06
33422.59,-51.32,-0.02
33467.89,-51.33,-0.01
33513.15,-51.36,-0.03
33558.35,-51.47,-0.11
33603.57,-51.49,-0.02
33648.85,-51.51,-0.02
33694.09,-51.49,0.02
33739.3,-51.51,-0.02
33784.58,-51.55,-0.04
33829.9,-51.53,0.02
33875.08,-51.65,-0.12
33920.39,-51.65,0
33965.62,-51.68,-0.03
34010.92,-51.71,-0.03
34034.52,-51.69,0.02
34078.13,-51.75,-0.06
34123.32,-51.85,-0.1
34168.6,-51.88,-0.03
34213.8,-51.91,-0.03
34259.1,-51.95,-0.04
34304.34,-52.03,-0.08
34349.6,-52.07,-0.04
34394.92,-52.1,-0.03
34440.16,-52.1,0
34485.43,-52.09,0.01
34530.65,-52.19,-0.1
34575.91,-52.29,-0.1
34621.19,-52.32,-0.03
34666.46,-52.32,0
34711.7,-52.35,-0.03
34756.98,-52.38,-0.03
34802.23,-52.42,-0.04
34847.55,-52.43,-0.01
34892.8,-52.45,-0.02
34938.01,-52.47,-0.02
34983.29,-52.5,-0.03
35028.53,-52.54,-0.04
35073.78,-52.64,-0.1
35119.09,-52.67,-0.03
35153.82,-52.69,-0.02
35199.11,-52.75,-0.06
35244.33,-52.8,-0.05
35289.55,-52.85,-0.05
35334.75,-52.96,-0.11
35380,-53.01,-0.05
35414.08,-53.06,-0.05
35459.38,-53.08,-0.02
35504.7,-53.06,0.02
35549.99,-53.1,-0.04
35595.31,-53.05,0.05
35640.61,-53.06,-0.01
35685.91,-53.07,-0.01
35731.17,-53.09,-0.02
35776.33,-53.15,-0.06
35821.63,-53.15,0
35866.57,-53.2,-0.05
35911.84,-53.27,-0.07
35957.1,-53.34,-0.07
36002.4,-53.38,-0.04
36047.69,-53.37,0.01
36092.98,-53.4,-0.03
36138.33,-53.35,0.05
36183.66,-53.37,-0.02
36228.92,-53.4,-0.03
36274.22,-53.45,-0.05
36319.45,-53.52,-0.07
36364.72,-53.61,-0.09
36394.55,-53.68,-0.07
36439.78,-53.77,-0.09
36485.06,-53.81,-0.04
36511.82,-53.84,-0.03
36557.03,-53.9,-0.06
36602.26,-53.96,-0.06
36647.47,-53.97,-0.01
36692.74,-54,-0.03
36737.96,-54.04,-0.04
36783.16,-54.05,-0.01
36828.34,-54.13,-0.08
36872.98,-54.14,-0.01
36918.23,-54.17,-0.03
36963.54,-54.25,-0.08
37008.86,-54.32,-0.07
37054.19,-54.37,-0.05
37099.41,-54.37,0
37144.66,-54.38,-0.01
37189.83,-54.46,-0.08
37235.07,-54.47,-0.01
37280.28,-54.53,-0.06
37325.44,-54.6,-0.07
37370.68,-54.66,-0.06
37415.94,-54.74,-0.08
37461.19,-54.8,-0.06
37506.52,-54.85,-0.05
37551.86,-54.9,-0.05
37597.07,-54.91,-0.01
37642.27,-54.94,-0.03
37687.55,-54.99,-0.05
37732.69,-55.1,-0.11
37778.01,-55.09,0.01
37823.23,-55.12,-0.03
37868.51,-55.14,-0.02
37913.64,-55.25,-0.11
37945.64,-55.25,0
37990.89,-55.25,0
38021.97,-55.27,-0.02
38067.17,-55.32,-0.05
38112.5,-55.32,0
38142.68,-55.32,0
38187.89,-55.34,-0.02
38218.01,-55.36,-0.02
38230.75,-55.4,-0.04
38275.95,-55.42,-0.02
38298.32,-55.48,-0.06
38330.2,-54.28,1.2
38343.45,-55.49,-1.21
38365.79,-53.79,1.7
38388.86,-55.4,-1.61
38400.5,-55.39,0.01
38445.76,-55.4,-0.01
38458.49,-52.23,3.17
38490.94,-55.59,-3.36
38510.83,-55.64,-0.05
38512.9,-55.69,-0.05
38556.07,-55.64,0.05
38562.98,-55.64,0
38567.21,-53.58,2.06
38568.35,-54.93,-1.35
38608.37,-55.63,-0.7
38653.74,-55.62,0.01
38698.99,-55.62,0
38719.74,-55.63,-0.01
38764.97,-55.64,-0.01
38783.03,-55.65,-0.01
38828.32,-55.62,0.03
38873.49,-55.67,-0.05
38889.41,-55.7,-0.03
38934.65,-55.74,-0.04
38979.84,-55.77,-0.03
38994.12,-55.78,-0.01
39039.42,-55.83,-0.05
39071.92,-55.95,-0.12
39107.37,-56.01,-0.06
39135.98,-56.02,-0.01
39181.27,-56.05,-0.03
39212.38,-56.08,-0.03
39257.61,-56.14,-0.06
39302.94,-56.18,-0.04
39348.2,-56.24,-0.06
39393.42,-56.23,0.01
39438.79,-56.24,-0.01
39471.1,-56.22,0.02
39497.26,-56.25,-0.03
39539.06,-56.26,-0.01
39542.5,-56.26,0
39587.75,-56.31,-0.05
39604.66,-56.36,-0.05
39632.27,-56.38,-0.02
39660,-56.41,-0.03
39705.43,-56.37,0.04
39750.76,-56.35,0.02
39796,-56.41,-0.06
39841.36,-56.44,-0.03
39886.62,-56.45,-0.01
39931.83,-56.57,-0.12
39977.21,-56.61,-0.04
40022.38,-56.64,-0.03
40067.56,-56.71,-0.07
40112.88,-56.8,-0.09
40158.18,-56.77,0.03
40203.59,-56.78,-0.01
40248.82,-56.88,-0.1
40293.96,-57.05,-0.17
40339.3,-57.12,-0.07
40384.61,-57.19,-0.07
40429.93,-57.24,-0.05
40475.15,-57.31,-0.07
40520.43,-57.34,-0.03
40565.57,-57.44,-0.1
40610.69,-57.53,-0.09
40655.94,-57.57,-0.04
40701.38,-57.46,0.11
40746.63,-57.54,-0.08
40778.41,-57.59,-0.05
40823.64,-57.64,-0.05
40867.55,-57.7,-0.06
40912.73,-57.74,-0.04
40958.01,-57.81,-0.07
41003.32,-57.83,-0.02
41036.44,-57.88,-0.05
41081.74,-57.88,-7.28E-12
41126.99,-57.96,-0.08
41172.26,-58.02,-0.06
41217.56,-58.03,-0.01
41262.89,-58.04,-0.01
41308.12,-58.05,-0.01
41353.41,-58.09,-0.04
41398.71,-58.12,-0.03
41444.01,-58.13,-0.01
41489.3,-58.17,-0.04
41534.59,-58.19,-0.02
41579.86,-58.24,-0.05
41625.13,-58.3,-0.06
41670.43,-58.31,-0.01
41715.61,-58.36,-0.05
41760.88,-58.38,-0.02
41806.14,-58.43,-0.05
41851.36,-58.51,-0.08
41896.54,-58.56,-0.05
41941.83,-58.61,-0.05
41987.11,-58.66,-0.05
42032.38,-58.63,0.03
42077.64,-58.67,-0.04
42122.96,-58.66,0.01
42168.2,-58.66,0
42213.4,-58.69,-0.03
42258.69,-58.72,-0.03
42303.98,-58.73,-0.01
42349.27,-58.76,-0.03
42394.55,-58.77,-0.01
42439.82,-58.79,-0.02
42485.08,-58.83,-0.04
42530.36,-58.91,-0.08
42575.62,-58.97,-0.06
42620.78,-59.04,-0.07
42654.38,-59.04,0
42685.88,-58.63,0.41
42699.74,-59.01,-0.38
42745.05,-59.02,-0.01
42790.41,-59.04,-0.02
42835.7,-59.1,-0.06
42881.07,-59.11,-0.01
42881.91,-59.16,-0.05
42882.76,-59.21,-0.05
42892.39,-59.2,0.01
42926.35,-59.16,0.04
42964.16,-59.17,-0.01
43009.4,-59.24,-0.07
43054.6,-59.24,0
43099.87,-59.28,-0.04
43145.16,-59.3,-0.02
43190.52,-59.36,-0.06
43235.87,-59.41,-0.05
43281.24,-59.45,-0.04
43290.43,-59.45,7.28E-12
43326.51,-59.43,0.02
43371.91,-59.43,7.28E-12
43417.16,-59.47,-0.04
43462.53,-59.47,-7.28E-12
43492.41,-59.46,0.01
43500.42,-59.51,-0.05
43507.88,-59.52,-0.01
43553.15,-59.54,-0.02
43598.54,-59.53,0.01
43643.87,-59.58,-0.05
43689.21,-59.65,-0.07
43734.54,-59.72,-0.07
43779.85,-59.74,-0.02
43825.08,-59.8,-0.06
43870.37,-59.83,-0.03
43912.47,-59.86,-0.03
43957.84,-59.87,-0.01
44003.29,-59.82,0.05
44048.66,-59.84,-0.02
44093.91,-59.85,-0.01
44139.3,-59.85,0
44184.58,-59.86,-0.01
44220.99,-59.9,-0.04
44266.26,-59.95,-0.05
44295.29,-58.91,1.04
44311.47,-60.05,-1.14
44354.78,-60.07,-0.02
44386.27,-55.73,4.34
44400.08,-60.09,-4.36
44445.33,-60.12,-0.03
44490.57,-60.21,-0.09
44535.59,-60.24,-0.03
44580.87,-60.27,-0.03
44626.08,-60.34,-0.07
44671.39,-60.35,-0.01
44708.24,-60.4,-0.05
44716.7,-60.41,-0.01
44761.89,-60.51,-0.1
44807.22,-60.58,-0.07
44852.41,-60.67,-0.09
44897.67,-60.82,-0.15
44942.9,-60.9,-0.08
44988.24,-61.01,-0.11
45033.53,-61.08,-0.07
45078.76,-61.18,-0.1
45124.05,-61.3,-0.12
45162.91,-59.7,1.6
45169.36,-61.42,-1.72
45214.69,-61.53,-0.11
45218.38,-61.54,-0.01
45250.1,-61.6,-0.06
45295.37,-61.64,-0.04
45334.69,-60.04,1.6
45340.71,-61.65,-1.61
45386,-61.7,-0.05
45431.25,-61.76,-0.06
45476.6,-61.8,-0.04
45521.78,-61.96,-0.16
45567.16,-61.97,-0.01
45612.41,-61.99,-0.02
45657.76,-62.04,-0.05
45686.99,-61.73,0.31
45703.05,-62.09,-0.36
45730.16,-58.97,3.12
45748.39,-62.08,-3.11
45793.5,-62.12,-0.04
45838.82,-62.11,0.01
45884.16,-62.12,-0.01
45929.41,-62.16,-0.04
45974.88,-62.08,0.08
46020.14,-62.14,-0.06
46065.43,-62.14,0
46110.73,-62.16,-0.02
46156.1,-62.19,-0.03
46201.45,-62.23,-0.04
46246.8,-62.28,-0.05
46292.06,-62.33,-0.05
46337.33,-62.37,-0.04
46382.54,-62.43,-0.06
46420.99,-60.96,1.47
46427.78,-62.51,-1.55
46436.53,-61.52,0.99
46472.99,-62.68,-1.16
46518.27,-62.69,-0.01
46563.52,-62.7,-0.01
46608.79,-62.72,-0.02
46654.06,-62.71,0.01
46699.46,-62.75,-0.04
46744.77,-62.8,-0.05
46790.08,-62.87,-0.07
46835.28,-63.02,-0.15
46880.62,-63.1,-0.08
46925.92,-63.19,-0.09
46971.23,-63.25,-0.06
47016.54,-63.35,-0.1
47061.94,-63.36,-0.01
47107.32,-63.38,-0.02
47152.67,-63.43,-0.05
47198.03,-63.46,-0.03
47243.37,-63.52,-0.06
47288.71,-63.5,0.02
47333.98,-63.54,-0.04
47379.28,-63.59,-0.05
47424.58,-63.64,-0.05
47469.96,-63.65,-0.01
47515.32,-63.65,0
47560.65,-63.69,-0.04
47606.01,-63.71,-0.02
47651.25,-63.79,-0.08
47696.48,-63.85,-0.06
47741.83,-63.91,-0.06
47787.2,-63.93,-0.02
47832.52,-63.95,-0.02
47869.45,-63.97,-0.02
47914.8,-64.03,-0.06
47960.11,-64.09,-0.06
48005.47,-64.12,-0.03
48050.78,-64.14,-0.02
48096.01,-64.16,-0.02
48108.61,-61.66,2.5
48139.66,-64.24,-2.58
48184.91,-64.3,-0.06
48199.65,-62.16,2.14
48230.26,-64.4,-2.24
48244.73,-64.42,-0.02
48281.86,-64.47,-0.05
48327.21,-64.53,-0.06
48372.53,-64.58,-0.05
48412.8,-64.62,-0.04
48458.16,-64.65,-0.03
48495.69,-63.33,1.32
48503.53,-64.66,-1.33
48511.48,-62.64,2.02
48548.78,-64.82,-2.18
48594.14,-64.86,-0.04
48639.38,-64.97,-0.11
48684.69,-65.07,-0.1
48727.61,-65.11,-0.04
48772.82,-65.18,-0.07
48818,-65.24,-0.06
48863.35,-65.27,-0.03
48908.7,-65.3,-0.03
48948.37,-62.44,2.86
48953.99,-65.24,-2.8
48962.06,-64.8,0.44
48991.73,-64.67,0.13
48999.33,-65.21,-0.54
49009.26,-64.81,0.4
49036.16,-63.26,1.55
49039.23,-63.94,-0.68
49044.74,-65.15,-1.21
49090.18,-65.15,0
49135.43,-65.18,-0.03
49180.69,-65.22,-0.04
49226.03,-65.31,-0.09
49271.29,-65.35,-0.04
49316.48,-65.42,-0.07
49361.87,-65.42,0
49407.21,-65.49,-0.07
49452.57,-65.56,-0.07
49472.82,-65.57,-0.01
49497.9,-65.58,-0.01
49541.81,-65.62,-0.04
49587.14,-65.65,-0.03
49632.52,-65.67,-0.02
49677.88,-65.74,-0.07
49723.13,-65.79,-0.05
49752.63,-65.79,0
49797.97,-65.83,-0.04
49843.3,-65.86,-0.03
49888.54,-65.89,-0.03
49933.77,-65.93,-0.04
49979.16,-65.96,-0.03
50015.49,-65.96,0
50024.55,-65.96,0
50069.92,-65.99,-0.03
50115.24,-66.01,-0.02
50160.5,-66,0.01
50205.85,-66.05,-0.05
50251.15,-66.06,-0.01
50272.04,-66.06,0
50296.56,-66.06,-7.28E-12
50334.98,-66.08,-0.02
50380.33,-66.07,0.01
50412.74,-66.11,-0.04
50448.44,-66.11,0
50449.36,-66.11,0
50450.45,-66.1,0.01
50458.06,-66.14,-0.04
50489.35,-66.14,0
50534.74,-66.16,-0.02
50580.01,-66.23,-0.07
50625.31,-66.3,-0.07
50670.66,-66.31,-0.01
50706.97,-66.32,-0.01
50752.35,-66.34,-0.02
50763.56,-63.84,2.5
50797.54,-66.46,-2.62
50842.86,-66.51,-0.05
50868.65,-66.73,-0.22
50888.33,-66.45,0.28
50933.57,-66.55,-0.1
50942.25,-66.55,0
50978.89,-66.58,-0.03
51024.27,-66.6,-0.02
51045.57,-66.6,7.28E-12
51069.55,-66.6,0
51114.86,-66.6,0
51160.13,-66.62,-0.02
51205.5,-66.65,-0.03
51250.72,-66.67,-0.02
51296.06,-66.72,-0.05
51341.3,-66.74,-0.02
51383.51,-66.74,0
51386.65,-66.74,0
51431.9,-66.83,-0.09
51477.22,-66.85,-0.02
51522.49,-66.9,-0.05
51567.87,-66.89,0.01
51608.7,-66.91,-0.02
51653.9,-66.94,-0.03
51669.34,-66.95,-0.01
51699.16,-66.98,-0.03
51744.48,-67.01,-0.03
51789.74,-67.04,-0.03
51835.05,-67.12,-0.08
51874.76,-67.09,0.03
51880.46,-67.09,-7.28E-12
51925.76,-67.2,-0.11
51971.1,-67.23,-0.03
52016.39,-67.24,-0.01
52061.67,-67.27,-0.03
52106.8,-67.28,-0.01
52152.07,-67.34,-0.06
52197.36,-67.37,-0.03
52231.5,-66.05,1.32
52242.67,-67.4,-1.35
52274.64,-67.5,-0.1
52289.44,-68.47,-0.97
52319.97,-67.46,1.01
52365.34,-67.5,-0.04
52410.61,-67.53,-0.03
52455.84,-67.56,-0.03
52501.2,-67.55,0.01
52546.31,-67.57,-0.02
52591.67,-67.62,-0.05
52636.91,-67.64,-0.02
52682.26,-67.63,0.01
52727.62,-67.64,-0.01
52772.9,-67.64,0
52799.31,-67.65,-0.01
52844.63,-67.67,-0.02
52873.03,-67.63,0.04
52918.38,-67.64,-0.01
52963.78,-67.64,0
53009.13,-67.66,-0.02
53054.5,-67.67,-0.01
53099.78,-67.68,-0.01
53145.14,-67.71,-0.03
53190.53,-67.74,-0.03
53235.82,-67.83,-0.09
53281.07,-67.89,-0.06
53326.25,-67.98,-0.09
53371.56,-68,-0.02
53416.91,-68.04,-0.04
53462.24,-68.07,-0.03
53475.69,-68.1,-0.03
53507.54,-68.11,-0.01
53510.64,-68.11,0
53512.46,-68.11,0
53552.82,-68.14,-0.03
53585.71,-68.18,-0.04
53598.17,-68.19,-0.01
53643.5,-68.22,-0.03
53688.73,-68.27,-0.05
53734.05,-68.33,-0.06
53779.43,-68.33,-7.28E-12
53824.71,-68.34,-0.01
53870.1,-68.31,0.03
53915.42,-68.34,-0.03
53960.74,-68.29,0.05
54006.08,-68.27,0.02
54051.32,-68.33,-0.06
54096.71,-68.32,0.01
54134.31,-68.32,0
54179.59,-68.32,-7.28E-12
54224.75,-68.38,-0.06
54270.01,-68.49,-0.11
54315.33,-68.53,-0.04
54360.65,-68.55,-0.02
54405.96,-68.56,-0.01
54451.23,-68.55,0.01
54487.98,-68.57,-0.02
54533.33,-68.59,-0.02
54578.61,-68.58,0.01
54623.83,-68.62,-0.04
54669.04,-68.67,-0.05
54714.35,-68.74,-0.07
54759.6,-68.76,-0.02
54804.98,-68.75,0.01
54850.35,-68.73,0.02
54895.62,-68.74,-0.01
54940.93,-68.74,0
54951.87,-68.76,-0.02
54986.19,-67.78,0.98
54997.34,-68.64,-0.86
55006.79,-69.18,-0.54
55033.07,-68.46,0.72
55078.41,-68.43,0.03
55123.74,-68.5,-0.07
55169.17,-68.48,0.02
55214.52,-68.56,-0.08
55249.34,-68.62,-0.06
55294.71,-68.67,-0.05
55302.5,-68.55,0.12
55339.83,-68.75,-0.2
55373.75,-67.36,1.39
55374.52,-67.33,0.03
55375.86,-67.53,-0.2
55384.89,-68.84,-1.31
55411.98,-67.78,1.06
55413.01,-67.74,0.04
55421.15,-67.42,0.32
55430.22,-68.94,-1.52
55432.96,-75.08,-6.14
55441.9,-68.88,6.2
55442.54,-68.99,-0.11
55487.9,-68.99,0
55521.55,-68.75,0.24
55533.25,-69.03,-0.28
55547.74,-69.03,0
55566.2,-69.03,-7.28E-12
55604.62,-69.07,-0.04
55649.22,-69.06,0.01
55682.72,-67.7,1.36
55694.4,-69.14,-1.44
55739.6,-69.24,-0.1
55755.61,-69.24,0
55800.91,-69.23,0.01
55846.23,-69.22,0.01
55891.51,-69.25,-0.03
55936.83,-69.25,0
55982.12,-69.28,-0.03
56027.44,-69.27,0.01
56072.74,-69.28,-0.01
56118.03,-69.29,-0.01
56149.25,-69.26,0.03
56194.51,-69.31,-0.05
56231.05,-69.35,-0.04
56276.27,-69.43,-0.08
56321.62,-69.35,0.08
56366.85,-69.39,-0.04
56412.12,-69.43,-0.04
56457.38,-69.43,0
56502.66,-69.39,0.04
56530.31,-69.39,0
56575.61,-69.4,-0.01
56584.63,-69.43,-0.03
56629.91,-69.46,-0.03
56675.18,-69.49,-0.03
56682.1,-69.36,0.13
56710.95,-70.05,-0.69
56720.41,-69.61,0.44
56727.35,-69.43,0.18
56758.63,-68.94,0.49
56765.6,-69.69,-0.75
56772.38,-68.58,1.11
56800.05,-69.75,-1.17
56845.3,-69.76,-0.01
56890.59,-69.8,-0.04
56935.81,-69.83,-0.03
56981.01,-69.85,-0.02
57026.3,-69.84,0.01
57071.56,-69.89,-0.05
57116.82,-69.9,-0.01
57154.14,-69.9,0
57199.4,-69.9,0
57222.58,-69.91,-0.01
57267.84,-69.93,-0.02
57312.43,-69.94,-0.01
57340.7,-67.42,2.52
57357.81,-69.8,-2.38
57373.73,-68.11,1.69
57395.42,-70.55,-2.44
57403.18,-69.74,0.81
57410.18,-68.96,0.78
57448.54,-69.66,-0.7
57493.75,-69.72,-0.06
57538.95,-69.77,-0.05
57584.17,-69.82,-0.05
57629.43,-69.83,-0.01
57674.71,-69.83,0
57719.97,-69.84,-0.01
57765.24,-69.85,-0.01
57810.53,-69.85,0
57855.81,-69.85,-7.28E-12
57901.13,-69.85,0
57946.45,-69.83,0.02
57991.64,-69.84,-0.01
58036.91,-69.87,-0.03
58082.15,-69.91,-0.04
58127.42,-69.85,0.06
58142.62,-69.85,0
58154.64,-87.95,-18.1
58172.71,-115.17,-27.22
58217.99,-115.19,-0.02
58263.26,-115.22,-0.03
58308.56,-115.22,0
58353.83,-115.22,0
58399.07,-115.3,-0.08
58444.41,-115.23,0.07
58489.64,-115.34,-0.11
58535.01,-115.26,0.08
58580.29,-115.26,-7.28E-12
58608.56,-115.24,0.02
58625.59,-115.23,0.01
58649.1,-114.5,0.73
58667.12,-102.52,11.98
58670.95,-99.97,2.55
58681.63,-92.87,7.1
58710.92,-73.4,19.47
58716.29,-69.83,3.57
58724.04,-68.67,1.16
58761.64,-69.77,-1.1
58806.91,-69.76,0.01
58852.17,-69.79,-0.03
58897.42,-69.82,-0.03
58942.63,-69.86,-0.04
58987.87,-69.87,-0.01
59033.17,-69.85,0.02
59078.46,-69.89,-0.04
59123.75,-69.9,-0.01
59169.07,-69.95,-0.05
59214.36,-69.94,0.01
59259.74,-69.98,-0.04
59305.01,-70,-0.02
59350.29,-70.04,-0.04
59395.54,-70.06,-0.02
59439.69,-70.08,-0.02
59440.83,-70.08,-7.28E-12
59441.99,-70.08,0
59466.11,-70.08,0
59496.81,-70.45,-0.37
59511.4,-70.1,0.35
59537.87,-70.15,-0.05
59556.66,-70.15,0
59601.96,-70.16,-0.01
59647.24,-70.15,0.01
59692.52,-70.17,-0.02
59737.77,-70.17,0
59783,-70.2,-0.03
59828.24,-70.24,-0.04
59873.46,-70.3,-0.06
59918.7,-70.33,-0.03
59963.97,-70.34,-0.01
60009.26,-70.37,-0.03
60031.85,-70.38,-0.01
60054.51,-70.4,-0.02
60099.82,-70.43,-0.03
60145.09,-70.46,-0.03
60190.31,-70.48,-0.02
60235.56,-70.5,-0.02
60280.82,-70.51,-0.01
60326.08,-70.51,7.28E-12
60371.36,-70.51,-7.28E-12
60416.67,-70.51,0
60461.92,-70.54,-0.03
60496.34,-70.55,-0.01
60541.57,-70.59,-0.04
60586.8,-70.69,-0.1
60604.58,-70.69,0
60649.93,-70.72,-0.03
60695.2,-70.7,0.02
60728.47,-55.86,14.84
60740.43,-70.67,-14.81
60785.67,-70.73,-0.06
60812.06,-69.59,1.14
60830.91,-70.78,-1.19
60876.19,-70.8,-0.02
60921.48,-70.77,0.03
60966.67,-70.79,-0.02
61011.92,-70.82,-0.03
61018.03,-70.06,0.76
61057.26,-70.72,-0.66
61102.53,-70.76,-0.04
61142.82,-71.04,-0.28
61147.75,-70.77,0.27
61156.67,-66.59,4.18
61192.95,-70.86,-4.27
61238.2,-70.89,-0.03
61283.38,-70.9,-0.01
61293.5,-70.91,-0.01
61338.7,-70.91,0
61357.31,-68.53,2.38
61384.11,-70.5,-1.97
61384.33,-70.52,-0.02
61384.35,-70.53,-0.01
61385.76,-71,-0.47
61390.67,-66.63,4.37
61391.68,-75.39,-8.76
61426.3,-70.64,4.75
61434.51,-70.68,-0.04
61466.65,-70.82,-0.14
61471.98,-70.84,-0.02
61506.99,-70.94,-0.1
61507.7,-70.97,-0.03
61508.51,-71,-0.03
61508.54,-71,0
61534.43,-71.2,-0.2
61552.32,-71.33,-0.13
61562.77,-71.4,-0.07
61597.33,-71.65,-0.25
61600.65,-71.63,0.02
61604.65,-71.62,0.01
61645.8,-71.82,-0.2
61690.98,-72,-0.18
61718.06,-72.17,-0.17
61720.37,-74.75,-2.58
61721.65,-76.17,-1.42
61722.94,-85.32,-9.15
61735.99,-115.82,-30.5
61779.33,-117.82,-2
61824.4,-90.27,27.55
61824.4,-90.27,0
61869.48,-72.91,17.36
61914.61,-73.07,-0.16
61959.76,-73.22,-0.15
62004.88,-73.44,-0.22
62050.07,-73.59,-0.15
62095.19,-73.81,-0.22
62140.18,-74,-0.19
62185.31,-74.2,-0.2
62230.45,-74.4,-0.2
62275.55,-74.54,-0.14
62320.66,-74.76,-0.22
62359.22,-74.78,-0.02
62359.24,-74.78,0
62360.4,-74.83,-0.05
62361.17,-74.86,-0.03
62401.62,-74.71,0.15
62407.77,-74.74,-0.03
62429.64,-74.83,-0.09
62437.59,-74.86,-0.03
62441.92,-74.88,-0.02
62446.56,-74.9,-0.02
62482.23,-75.02,-0.12
62511.73,-75.16,-0.14
62522.52,-75.21,-0.05
62562.77,-75.39,-0.18
62565.45,-75.4,-0.01
62575.78,-75.44,-0.04
62586.88,-75.47,-0.03
62597.36,-75.51,-0.04
62603.06,-75.53,-0.02
62631.59,-74.31,1.22
62643.38,-75.7,-1.39
62667.61,-75.78,-0.08
62681.1,-75.82,-0.04
62683.65,-75.83,-0.01
62688.02,-75.86,-0.03
62723.93,-76.08,-0.22
62764.21,-76.31,-0.23
62765.15,-76.31,0
62776.62,-76.34,-0.03
62782.05,-76.36,-0.02
62795.19,-76.39,-0.03
62804.54,-76.42,-0.03
62830.32,-76.1,0.32
62844.83,-76.54,-0.44
62885.12,-76.65,-0.11
62885.68,-76.65,-7.28E-12
62893.79,-76.73,-0.08
62925.45,-77.01,-0.28
62965.75,-76.93,0.08
63006.09,-77.09,-0.16
63009.51,-77.12,-0.03
63031.86,-77.29,-0.17
63046.37,-77.41,-0.12
63047.6,-77.41,-7.28E-12
63086.66,-77.38,0.03
63126.95,-77.57,-0.19
63167.19,-77.7,-0.13
63195.12,-77.8,-0.1
63205.75,-77.84,-0.04
63207.49,-77.85,-0.01
63209.49,-77.87,-0.02
63209.51,-77.87,7.28E-12
63252.87,-78.33,-0.46
63297.88,-78.69,-0.36
63342.9,-78.96,-0.27
63388.1,-79.14,-0.18
63433.21,-79.41,-0.27
63478.34,-79.62,-0.21
63523.51,-79.8,-0.18
63568.67,-79.96,-0.16
63613.78,-80.15,-0.19
63658.99,-80.3,-0.15
63704.12,-80.43,-0.13
63749.33,-80.57,-0.14
63794.13,-80.77,-0.2
63839.29,-80.92,-0.15
63884.45,-81.09,-0.17
63929.65,-81.21,-0.12
63958.85,-81.21,0
63958.87,-81.21,0
63959.65,-81.23,-0.02
63960.47,-81.26,-0.03
64000.99,-81.04,0.22
64003.56,-81.06,-0.02
64041.23,-81.28,-0.22
64077.35,-81.41,-0.13
64081.52,-81.42,-0.01
64082.42,-81.47,-0.05
64083.13,-81.51,-0.04
64083.15,-81.51,0
64128.19,-81.92,-0.41
64173.18,-82.29,-0.37
64218.15,-82.65,-0.36
64263.29,-82.88,-0.23
64308.41,-83.1,-0.22
64353.6,-83.26,-0.16
64398.71,-83.46,-0.2
64443.81,-83.71,-0.25
64488.93,-83.96,-0.25
64534.07,-84.17,-0.21
64579.25,-84.34,-0.17
64624.37,-84.54,-0.2
64669.6,-84.66,-0.12
64714.74,-84.85,-0.19
64759.89,-85.06,-0.21
64804.97,-85.22,-0.16
64850.09,-85.34,-0.12
64895.25,-85.49,-0.15
64940.39,-85.58,-0.09
64985.53,-85.77,-0.19
65030.77,-85.88,-0.11
65075.97,-86.01,-0.13
65121.18,-86.14,-0.13
65166.41,-86.26,-0.12
65211.6,-86.4,-0.14
65256.81,-86.51,-0.11
65301.99,-86.67,-0.16
65347.19,-86.76,-0.09
65392.4,-86.92,-0.16
65437.61,-87.02,-0.1
65482.76,-87.15,-0.13
65520.82,-87.26,-0.11
65566.03,-87.39,-0.13
65595.74,-88.24,-0.85
65611.01,-87.5,0.74
65641.85,-87.57,-0.07
65686.93,-87.68,-0.11
65695.82,-86.66,1.02
65732.1,-87.86,-1.2
65768.23,-89.68,-1.82
65777.28,-87.96,1.72
65785.3,-86.67,1.29
65822.41,-88.26,-1.59
65824.14,-88.27,-0.01
65867.54,-88.41,-0.14
65912.7,-88.58,-0.17
65957.83,-88.75,-0.17
65970.08,-87.13,1.62
66003.05,-88.87,-1.74
66021.99,-88.92,-0.05
66048.34,-88.97,-0.05
66093.58,-89.05,-0.08
