RC2-B,
,
Wheel Count (ft),Feature
-18.16,refpoint2
-1.51,refpoint3
-1.51,WELD
-1.07,refpoint4
-1.01,refpoint2
-0.38,refpoint2
0,refpoint4
0.46,refpoint4
1.1,refpoint4
1.44,WELD
3.49,WELD
4.09,refpoint4
4.69,WELD
5.76,refpoint3
5.76,WELD
13.28,refpoint2
19.87,WELD
25.84,WELD
31.35,WELD
40.54,refpoint2
45.88,refpoint3
45.88,WELD
48.92,WELD
69.23,refpoint2
86.68,WELD
110.5,WELD
150.86,WELD
190.8,WELD
200.52,WELD
205.69,refpoint2
210.58,WELD
215.84,refpoint2
221.09,WELD
227.8,refpoint4
234.23,WELD
276.65,WELD
280.18,refpoint2
283.72,WELD
324.98,WELD
367.37,WELD
409.72,WELD
452.13,WELD
494.6,WELD
498.16,WELD
501.72,refpoint2
505.24,WELD
543.75,WELD
555.45,refpoint4
559.24,WELD
564.38,refpoint2
569.52,WELD
575.05,refpoint2
580.21,WELD
581.89,WELD
618.15,WELD
658.5,WELD
698.84,WELD
739.18,WELD
779.53,WELD
819.88,WELD
860.23,WELD
900.58,WELD
940.93,WELD
965,refpoint2
981.39,WELD
1021.74,WELD
1062.09,WELD
1102.43,WELD
1142.77,WELD
1183.12,WELD
1223.48,WELD
1263.82,WELD
1304.17,WELD
1344.51,WELD
1384.84,WELD
1425.17,WELD
1446.42,refpoint2
1465.34,WELD
1477.89,WELD
1518.21,WELD
1558.52,WELD
1598.84,WELD
1639.16,WELD
1679.46,WELD
1719.8,WELD
1760.12,WELD
1800.41,WELD
1840.74,WELD
1881.11,WELD
1921.46,WELD
1961.79,WELD
2002.14,WELD
2042.47,WELD
2082.82,WELD
2123.19,WELD
2163.51,WELD
2203.85,WELD
2244.22,WELD
2284.57,WELD
2324.94,WELD
2365.33,WELD
2405.7,WELD
2444.46,WELD
2484.81,WELD
2525.19,WELD
2565.57,WELD
2605.93,WELD
2646.28,WELD
2686.63,WELD
2726.99,WELD
2767.34,WELD
2807.73,WELD
2848.14,WELD
2888.58,WELD
2928.94,WELD
2950.44,WELD
2973.14,refpoint2
2991,WELD
3008.7,WELD
3011.74,WELD
3020,refpoint2
3026.18,WELD
3036.85,refpoint2
3042.76,refpoint4
3044.8,WELD
3045.25,refpoint4
3046.36,refpoint4
3047.49,refpoint4
3047.97,refpoint3
3047.97,WELD
3049.96,refpoint4
3057.22,refpoint2
3074.54,WELD
3084.32,refpoint2
3095.02,refpoint3
3095.02,WELD
3159.14,WELD
3223.28,WELD
3247.57,refpoint2
3286.46,WELD
3350.65,WELD
3414.74,WELD
3478,WELD
3541.88,WELD
3606.14,WELD
3669.72,WELD
3733.27,WELD
3778.36,WELD
3842.39,WELD
3906.67,WELD
3945.91,WELD
4003.03,WELD
4046.14,WELD
4110.66,WELD
4164.52,WELD
4228.67,WELD
4281.69,WELD
4335.6,WELD
4399.79,WELD
4463.94,WELD
4517.85,WELD
4581.95,WELD
4636.03,WELD
4700.15,WELD
4739.47,WELD
4791.63,WELD
4854.96,WELD
4906.47,WELD
4969.71,WELD
5023.55,WELD
5087.82,WELD
5151.96,WELD
5216.11,WELD
5270.3,WELD
5333.12,WELD
5397.03,WELD
5461.29,WELD
5525.39,WELD
5589.66,WELD
5653.92,WELD
5718.26,WELD
5782.73,WELD
5846.26,WELD
5910.46,WELD
5964.24,WELD
6028.46,WELD
6092.82,WELD
6157.12,WELD
6221.48,refpoint3
6221.48,WELD
6278.09,refpoint3
6278.09,WELD
6330.2,WELD
6381.81,WELD
6436.75,WELD
6500.94,WELD
6564.83,WELD
6629.26,WELD
6693.81,WELD
6755.32,WELD
6819.75,WELD
6873.82,WELD
6937.96,WELD
7002.56,WELD
7065.16,WELD
7129.59,WELD
7181.95,WELD
7246.15,WELD
7310.56,WELD
7364.98,WELD
7429.24,WELD
7492.97,WELD
7557.27,WELD
7621.67,WELD
7685.18,WELD
7740.62,WELD
7800.49,WELD
7864.77,WELD
7929.07,WELD
7993.13,WELD
8056.83,WELD
8121.32,WELD
8185.63,WELD
8249.85,WELD
8314.37,WELD
8378.58,WELD
8435.22,refpoint4
8442.38,WELD
8451.89,refpoint5
8506.76,WELD
8551.05,WELD
8562.24,refpoint4
8615.31,WELD
8666.97,WELD
8719.1,WELD
8767.98,WELD
8832.27,WELD
8886.91,WELD
8940.77,WELD
8978.06,refpoint4
9005.14,WELD
9068.35,WELD
9124.07,WELD
9187.56,WELD
9251.79,WELD
9290.32,WELD
9338.72,WELD
9394.59,WELD
9450.22,WELD
9514.49,WELD
9566.43,WELD
9630.74,WELD
9685.21,WELD
9719.72,WELD
9783.82,WELD
9848.01,WELD
9912.36,WELD
9967.64,WELD
10031.43,WELD
10095.04,WELD
10158.76,WELD
10223.32,WELD
10287.77,WELD
10351.98,WELD
10416.23,WELD
10480.4,WELD
10544.83,WELD
10609.16,WELD
10673.28,WELD
10737.63,WELD
10801.91,WELD
10838.08,WELD
10885.69,WELD
10928.97,WELD
10976.01,WELD
11029.73,WELD
11079.15,WELD
11129.36,WELD
11179.84,WELD
11234.6,WELD
11286.3,WELD
11350.73,WELD
11406.54,WELD
11456.75,WELD
11521.28,WELD
11576.73,WELD
11631.81,WELD
11687.42,WELD
11739.57,WELD
11793.6,WELD
11847.95,WELD
11912.3,WELD
11976.76,WELD
12027.24,WELD
12091.68,WELD
12129.38,WELD
12193.79,WELD
12257.4,WELD
12316.62,WELD
12362.5,WELD
12426.81,WELD
12491.33,WELD
12544.43,refpoint3
12544.43,WELD
12565.54,refpoint3
12593.31,refpoint3
12593.31,WELD
12648,WELD
12712.48,WELD
12776.73,WELD
12840.44,WELD
12904.78,WELD
12969.16,WELD
13033.5,WELD
13098.1,WELD
13162.64,WELD
13227.03,WELD
13291.39,WELD
13355.69,WELD
13420.11,WELD
13484.38,WELD
13531.9,refpoint2
13537.19,WELD
13556.2,refpoint2
13601.32,WELD
13619.95,refpoint2
13665.13,WELD
13715.54,WELD
13723.62,WELD
13756.37,refpoint4
13764.93,WELD
13784.75,WELD
13838.36,WELD
13880.93,refpoint4
13882.82,refpoint4
13888.7,WELD
13952.9,WELD
14017.34,WELD
14081.87,WELD
14146.31,WELD
14210.74,WELD
14275.21,WELD
14339.63,WELD
14404.01,WELD
14468.37,WELD
14532.73,WELD
14581.07,WELD
14645.45,WELD
14709.88,WELD
14774.18,WELD
14838.59,WELD
14902.85,WELD
14966.75,WELD
15031.21,WELD
15095.62,WELD
15160.23,WELD
15224.32,WELD
15288.76,WELD
15353.08,WELD
15417.46,WELD
15481.82,WELD
15546.28,WELD
15610.55,WELD
15674.9,WELD
15739.3,WELD
15803.71,WELD
15868.01,WELD
15931.74,WELD
15995.95,WELD
16060.11,WELD
16124.45,WELD
16188.81,WELD
16243.41,WELD
16307.23,WELD
16355.6,WELD
16420.07,WELD
16458.09,WELD
16501.86,refpoint2
16522.7,WELD
16586.97,WELD
16598.58,WELD
16640.98,refpoint2
16661.76,WELD
16726.1,WELD
16790.75,WELD
16855.04,WELD
